timestamp;charging;in_charger;level
2026-07-03T01:08:20.700Z;True;True;91
2026-07-03T01:09:20.700Z;True;True;92
2026-07-03T01:10:20.800Z;True;True;93
2026-07-03T01:11:25.900Z;True;True;94
2026-07-03T01:12:35.900Z;True;True;95
2026-07-03T01:14:01.000Z;True;True;96
2026-07-03T01:15:21.000Z;True;True;97
2026-07-03T01:16:51.100Z;True;True;98
2026-07-03T01:18:36.100Z;True;True;99
2026-07-03T01:25:01.400Z;False;True;100
2026-07-03T02:25:04.800Z;False;True;100
2026-07-03T03:25:06.100Z;False;True;100
2026-07-03T03:35:34.700Z;False;False;100
2026-07-03T04:35:35.000Z;False;False;100
2026-07-03T04:55:40.900Z;False;False;99
2026-07-03T06:05:40.500Z;False;False;99
2026-07-03T07:05:41.200Z;False;False;99
2026-07-03T07:45:41.400Z;False;False;98
2026-07-03T08:45:42.100Z;False;False;98
2026-07-03T09:55:41.500Z;False;False;98
2026-07-03T10:25:41.000Z;False;False;97
2026-07-03T11:25:41.900Z;False;False;97
2026-07-03T12:25:42.000Z;False;False;97
2026-07-03T13:25:42.600Z;False;False;96
2026-07-03T14:25:42.400Z;False;False;96
2026-07-03T15:35:42.500Z;False;False;96
2026-07-03T15:55:41.000Z;False;False;95
2026-07-03T16:55:40.900Z;False;False;95
2026-07-03T17:55:41.500Z;False;False;95
2026-07-03T18:45:42.400Z;False;False;94
2026-07-03T19:45:43.000Z;False;False;94
2026-07-03T20:55:41.900Z;False;False;94
