timestamp;bpm;source
2026-06-28T01:43:21.000Z;70;awake
2026-06-28T01:44:11.000Z;71;awake
2026-06-28T01:45:08.000Z;73;awake
2026-06-28T01:49:05.000Z;74;awake
2026-06-28T01:49:54.000Z;71;awake
2026-06-28T01:54:36.000Z;71;awake
2026-06-28T01:55:11.000Z;68;awake
2026-06-28T01:55:48.000Z;75;awake
2026-06-28T01:59:24.000Z;70;awake
2026-06-28T01:59:34.000Z;74;awake
2026-06-28T02:00:41.000Z;71;awake
2026-06-28T02:04:58.000Z;80;awake
2026-06-28T02:05:20.000Z;72;awake
2026-06-28T02:05:30.000Z;76;awake
2026-06-28T02:09:52.000Z;76;awake
2026-06-28T02:09:59.000Z;79;awake
2026-06-28T02:10:11.000Z;81;awake
2026-06-28T02:12:21.000Z;69;awake
2026-06-28T02:13:29.000Z;71;awake
2026-06-28T02:13:42.000Z;73;awake
2026-06-28T02:17:42.000Z;68;awake
2026-06-28T02:17:44.000Z;73;awake
2026-06-28T02:18:28.000Z;70;awake
2026-06-28T02:23:36.000Z;75;awake
2026-06-28T02:23:44.000Z;71;awake
2026-06-28T02:23:54.000Z;68;awake
2026-06-28T02:27:46.000Z;68;awake
2026-06-28T02:28:03.000Z;70;awake
2026-06-28T02:28:04.000Z;71;awake
2026-06-28T02:33:20.000Z;68;awake
2026-06-28T02:34:03.000Z;65;awake
2026-06-28T02:34:26.000Z;70;awake
2026-06-28T02:38:39.000Z;67;awake
2026-06-28T02:39:44.000Z;64;awake
2026-06-28T02:39:47.000Z;69;awake
2026-06-28T02:43:37.000Z;68;awake
2026-06-28T02:43:40.000Z;66;awake
2026-06-28T02:45:19.000Z;69;awake
2026-06-28T02:48:54.000Z;64;awake
2026-06-28T02:49:03.000Z;66;awake
2026-06-28T02:50:14.000Z;67;awake
2026-06-28T02:57:59.000Z;68;awake
2026-06-28T02:58:45.000Z;66;awake
2026-06-28T02:59:07.000Z;71;awake
2026-06-28T03:03:33.000Z;68;awake
2026-06-28T03:03:47.000Z;66;awake
2026-06-28T03:03:52.000Z;70;awake
2026-06-28T03:47:35.000Z;76;awake
2026-06-28T03:47:43.000Z;71;awake
2026-06-28T03:47:54.000Z;81;awake
2026-06-28T03:52:48.000Z;67;awake
2026-06-28T03:52:50.000Z;65;awake
2026-06-28T03:53:14.000Z;68;awake
2026-06-28T03:54:59.000Z;66;awake
2026-06-28T03:55:02.000Z;69;awake
2026-06-28T03:56:27.000Z;75;awake
2026-06-28T04:00:56.000Z;71;awake
2026-06-28T04:01:24.000Z;78;awake
2026-06-28T04:01:26.000Z;79;awake
2026-06-28T04:03:31.000Z;68;awake
2026-06-28T04:04:40.000Z;61;awake
2026-06-28T04:05:00.000Z;63;awake
2026-06-28T04:08:35.000Z;68;awake
2026-06-28T04:08:49.000Z;65;awake
2026-06-28T04:09:35.000Z;70;awake
2026-06-28T04:19:47.000Z;66;rest
2026-06-28T04:24:47.000Z;65;rest
2026-06-28T04:29:47.000Z;65;rest
2026-06-28T04:34:47.000Z;65;rest
2026-06-28T04:39:47.000Z;65;rest
2026-06-28T04:44:47.000Z;65;rest
2026-06-28T04:49:45.000Z;65;rest
2026-06-28T04:54:45.000Z;67;rest
2026-06-28T04:59:45.000Z;63;rest
2026-06-28T05:04:45.000Z;64;rest
2026-06-28T05:09:45.000Z;64;rest
2026-06-28T05:14:45.000Z;63;rest
2026-06-28T05:16:32.000Z;63;rest
2026-06-28T05:21:32.000Z;62;rest
2026-06-28T05:26:32.000Z;64;rest
2026-06-28T05:31:32.000Z;65;rest
2026-06-28T05:36:32.000Z;64;rest
2026-06-28T05:44:47.000Z;61;rest
2026-06-28T05:49:47.000Z;62;rest
2026-06-28T05:54:47.000Z;62;rest
2026-06-28T05:59:47.000Z;62;rest
2026-06-28T06:04:47.000Z;61;rest
2026-06-28T06:09:47.000Z;60;rest
2026-06-28T06:14:46.000Z;60;rest
2026-06-28T06:19:46.000Z;60;rest
2026-06-28T06:24:46.000Z;61;rest
2026-06-28T06:29:46.000Z;62;rest
2026-06-28T06:34:46.000Z;64;rest
2026-06-28T06:39:46.000Z;64;rest
2026-06-28T06:44:47.000Z;65;rest
2026-06-28T06:49:47.000Z;63;rest
2026-06-28T06:54:47.000Z;62;rest
2026-06-28T06:59:47.000Z;63;rest
2026-06-28T07:04:47.000Z;63;rest
2026-06-28T07:09:47.000Z;62;rest
2026-06-28T07:14:45.000Z;62;rest
2026-06-28T07:19:45.000Z;61;rest
2026-06-28T07:24:45.000Z;62;rest
2026-06-28T07:29:45.000Z;56;rest
2026-06-28T07:34:45.000Z;56;rest
2026-06-28T07:39:45.000Z;57;rest
2026-06-28T07:44:47.000Z;57;rest
2026-06-28T07:49:47.000Z;56;rest
2026-06-28T07:54:47.000Z;57;rest
2026-06-28T07:59:47.000Z;61;rest
2026-06-28T08:04:47.000Z;61;rest
2026-06-28T08:09:47.000Z;60;rest
2026-06-28T08:14:45.000Z;61;rest
2026-06-28T08:19:45.000Z;60;rest
2026-06-28T08:24:45.000Z;64;rest
2026-06-28T08:29:45.000Z;62;rest
2026-06-28T08:34:45.000Z;58;rest
2026-06-28T08:39:45.000Z;58;rest
2026-06-28T08:44:46.000Z;59;rest
2026-06-28T08:49:46.000Z;59;rest
2026-06-28T08:54:46.000Z;58;rest
2026-06-28T08:59:46.000Z;58;rest
2026-06-28T09:04:46.000Z;59;rest
2026-06-28T09:09:46.000Z;58;rest
2026-06-28T09:14:47.000Z;59;rest
2026-06-28T09:19:47.000Z;58;rest
2026-06-28T09:24:47.000Z;58;rest
2026-06-28T09:29:47.000Z;57;rest
2026-06-28T09:34:47.000Z;58;rest
2026-06-28T09:39:47.000Z;58;rest
2026-06-28T09:42:32.000Z;58;rest
2026-06-28T09:47:32.000Z;58;rest
2026-06-28T09:52:32.000Z;63;rest
2026-06-28T09:57:32.000Z;60;rest
2026-06-28T10:04:47.000Z;63;rest
2026-06-28T10:09:47.000Z;64;rest
2026-06-28T10:14:47.000Z;67;rest
2026-06-28T10:19:47.000Z;66;rest
2026-06-28T10:24:47.000Z;68;rest
2026-06-28T10:29:47.000Z;68;rest
2026-06-28T10:34:45.000Z;65;rest
2026-06-28T10:39:45.000Z;64;rest
2026-06-28T10:44:45.000Z;65;rest
2026-06-28T10:49:45.000Z;62;rest
2026-06-28T10:54:45.000Z;64;rest
2026-06-28T10:59:45.000Z;64;rest
2026-06-28T11:04:47.000Z;63;rest
2026-06-28T11:09:47.000Z;64;rest
2026-06-28T11:14:47.000Z;65;rest
2026-06-28T11:19:47.000Z;64;rest
2026-06-28T11:24:47.000Z;63;rest
2026-06-28T11:29:47.000Z;62;rest
2026-06-28T11:34:48.000Z;61;rest
2026-06-28T11:39:48.000Z;64;rest
2026-06-28T11:44:48.000Z;63;rest
2026-06-28T11:49:48.000Z;65;rest
2026-06-28T11:54:48.000Z;66;rest
2026-06-28T11:59:48.000Z;67;rest
2026-06-28T12:04:46.000Z;67;rest
2026-06-28T12:09:46.000Z;66;rest
2026-06-28T12:14:46.000Z;68;rest
2026-06-28T12:19:46.000Z;63;rest
2026-06-28T12:24:46.000Z;61;rest
2026-06-28T12:29:46.000Z;61;rest
2026-06-28T12:34:47.000Z;61;rest
2026-06-28T12:39:47.000Z;62;rest
2026-06-28T12:44:47.000Z;61;rest
2026-06-28T12:49:47.000Z;61;rest
2026-06-28T12:54:47.000Z;62;rest
2026-06-28T12:59:47.000Z;61;rest
2026-06-28T13:03:32.000Z;61;rest
2026-06-28T13:08:32.000Z;61;rest
2026-06-28T13:13:32.000Z;59;rest
2026-06-28T13:18:32.000Z;59;rest
2026-06-28T13:23:32.000Z;63;rest
2026-06-28T13:28:32.000Z;66;rest
2026-06-28T13:35:01.500Z;120;workout
2026-06-28T13:35:06.500Z;115;workout
2026-06-28T13:35:11.500Z;111;workout
2026-06-28T13:35:16.500Z;109;workout
2026-06-28T13:35:21.500Z;110;workout
2026-06-28T13:35:26.500Z;109;workout
2026-06-28T13:35:31.500Z;109;workout
2026-06-28T13:35:36.500Z;108;workout
2026-06-28T13:35:41.500Z;106;workout
2026-06-28T13:35:46.500Z;104;workout
2026-06-28T13:35:51.500Z;103;workout
2026-06-28T13:35:56.500Z;101;workout
2026-06-28T13:36:01.500Z;99;workout
2026-06-28T13:36:06.500Z;97;workout
2026-06-28T13:36:11.500Z;97;workout
2026-06-28T13:36:16.500Z;97;workout
2026-06-28T13:36:21.500Z;96;workout
2026-06-28T13:36:26.500Z;95;workout
2026-06-28T13:36:31.500Z;94;workout
2026-06-28T13:36:36.500Z;93;workout
2026-06-28T13:36:41.500Z;93;workout
2026-06-28T13:36:46.500Z;92;workout
2026-06-28T13:36:51.500Z;92;workout
2026-06-28T13:36:56.500Z;93;workout
2026-06-28T13:37:01.500Z;94;workout
2026-06-28T13:37:06.500Z;93;workout
2026-06-28T13:37:11.500Z;90;workout
2026-06-28T13:37:16.500Z;89;workout
2026-06-28T13:37:21.500Z;89;workout
2026-06-28T13:37:26.500Z;89;workout
2026-06-28T13:37:31.500Z;90;workout
2026-06-28T13:37:36.500Z;92;workout
2026-06-28T13:37:41.500Z;94;workout
2026-06-28T13:37:46.500Z;95;workout
2026-06-28T13:37:51.500Z;96;workout
2026-06-28T13:37:56.500Z;95;workout
2026-06-28T13:38:01.500Z;94;workout
2026-06-28T13:38:06.500Z;92;workout
2026-06-28T13:38:11.500Z;90;workout
2026-06-28T13:38:16.500Z;87;workout
2026-06-28T13:38:21.500Z;85;workout
2026-06-28T13:38:26.500Z;82;workout
2026-06-28T13:38:31.500Z;80;workout
2026-06-28T13:38:36.500Z;79;workout
2026-06-28T13:38:41.500Z;79;workout
2026-06-28T13:38:46.500Z;79;workout
2026-06-28T13:38:51.500Z;79;workout
2026-06-28T13:38:56.500Z;80;workout
2026-06-28T13:39:01.500Z;81;workout
2026-06-28T13:39:06.500Z;83;workout
2026-06-28T13:39:11.500Z;85;workout
2026-06-28T13:39:16.500Z;88;workout
2026-06-28T13:39:21.500Z;90;workout
2026-06-28T13:39:26.500Z;90;workout
2026-06-28T13:39:31.500Z;90;workout
2026-06-28T13:39:36.500Z;90;workout
2026-06-28T13:39:41.500Z;90;workout
2026-06-28T13:39:46.500Z;90;workout
2026-06-28T13:39:51.500Z;92;workout
2026-06-28T13:39:56.500Z;94;workout
2026-06-28T13:40:01.500Z;96;workout
2026-06-28T13:40:06.500Z;98;workout
2026-06-28T13:40:11.500Z;99;workout
2026-06-28T13:40:16.500Z;100;workout
2026-06-28T13:40:21.500Z;102;workout
2026-06-28T13:40:26.500Z;105;workout
2026-06-28T13:40:31.500Z;107;workout
2026-06-28T13:40:36.500Z;109;workout
2026-06-28T13:40:41.500Z;110;workout
2026-06-28T13:40:46.500Z;110;workout
2026-06-28T13:40:51.500Z;109;workout
2026-06-28T13:40:56.500Z;109;workout
2026-06-28T13:41:01.500Z;109;workout
2026-06-28T13:41:06.500Z;110;workout
2026-06-28T13:41:11.500Z;109;workout
2026-06-28T13:41:16.500Z;107;workout
2026-06-28T13:41:21.500Z;107;workout
2026-06-28T13:41:26.500Z;109;workout
2026-06-28T13:41:31.500Z;112;workout
2026-06-28T13:41:36.500Z;116;workout
2026-06-28T13:41:41.500Z;118;workout
2026-06-28T13:41:46.500Z;119;workout
2026-06-28T13:41:51.500Z;120;workout
2026-06-28T13:41:56.500Z;120;workout
2026-06-28T13:55:01.000Z;72;awake
2026-06-28T13:55:48.000Z;67;awake
2026-06-28T13:55:49.000Z;68;awake
2026-06-28T13:59:27.000Z;66;awake
2026-06-28T13:59:43.000Z;69;awake
2026-06-28T13:59:54.000Z;73;awake
2026-06-28T14:04:57.000Z;62;awake
2026-06-28T14:05:45.000Z;68;awake
2026-06-28T14:05:58.000Z;64;awake
2026-06-28T14:09:42.000Z;67;awake
2026-06-28T14:10:16.000Z;65;awake
2026-06-28T14:10:20.000Z;69;awake
2026-06-28T14:15:08.000Z;71;awake
2026-06-28T14:15:36.000Z;88;awake
2026-06-28T14:16:05.000Z;82;awake
2026-06-28T14:20:26.000Z;66;awake
2026-06-28T14:21:11.000Z;63;awake
2026-06-28T14:21:43.000Z;68;awake
2026-06-28T14:25:39.000Z;86;awake
2026-06-28T14:25:52.000Z;72;awake
2026-06-28T14:25:59.000Z;75;awake
2026-06-28T14:27:39.000Z;72;awake
2026-06-28T14:28:53.000Z;63;awake
2026-06-28T14:29:15.000Z;66;awake
2026-06-28T14:31:30.000Z;73;rest
2026-06-28T14:46:57.300Z;82;workout
2026-06-28T14:47:02.300Z;82;workout
2026-06-28T14:47:07.300Z;83;workout
2026-06-28T14:47:12.300Z;83;workout
2026-06-28T14:47:17.300Z;83;workout
2026-06-28T14:47:22.300Z;83;workout
2026-06-28T14:47:27.300Z;83;workout
2026-06-28T14:47:32.300Z;83;workout
2026-06-28T14:47:37.300Z;83;workout
2026-06-28T14:47:42.300Z;84;workout
2026-06-28T14:47:47.300Z;86;workout
2026-06-28T14:47:52.300Z;86;workout
2026-06-28T14:47:57.300Z;85;workout
2026-06-28T14:48:02.300Z;85;workout
2026-06-28T14:48:07.300Z;87;workout
2026-06-28T14:48:12.300Z;89;workout
2026-06-28T14:48:17.300Z;91;workout
2026-06-28T14:48:22.300Z;92;workout
2026-06-28T14:48:27.300Z;92;workout
2026-06-28T14:48:32.300Z;92;workout
2026-06-28T14:48:37.300Z;92;workout
2026-06-28T14:48:42.300Z;92;workout
2026-06-28T14:48:43.000Z;90;awake
2026-06-28T14:48:47.000Z;89;awake
2026-06-28T14:48:47.300Z;91;workout
2026-06-28T14:48:48.000Z;86;awake
2026-06-28T14:48:52.300Z;90;workout
2026-06-28T14:48:57.300Z;89;workout
2026-06-28T14:49:02.300Z;88;workout
2026-06-28T14:49:07.300Z;88;workout
2026-06-28T14:49:12.300Z;88;workout
2026-06-28T14:49:17.300Z;88;workout
2026-06-28T14:49:22.300Z;88;workout
2026-06-28T14:49:27.300Z;89;workout
2026-06-28T14:49:32.300Z;90;workout
2026-06-28T14:49:37.300Z;90;workout
2026-06-28T14:49:42.300Z;90;workout
2026-06-28T14:49:47.300Z;89;workout
2026-06-28T14:49:52.300Z;88;workout
2026-06-28T14:49:57.300Z;87;workout
2026-06-28T14:50:02.300Z;86;workout
2026-06-28T14:50:07.300Z;86;workout
2026-06-28T14:50:12.300Z;86;workout
2026-06-28T14:50:17.300Z;86;workout
2026-06-28T14:50:22.300Z;86;workout
2026-06-28T14:50:27.300Z;86;workout
2026-06-28T14:50:32.300Z;85;workout
2026-06-28T14:50:37.300Z;84;workout
2026-06-28T14:50:42.300Z;82;workout
2026-06-28T14:50:47.300Z;81;workout
2026-06-28T14:50:52.300Z;80;workout
2026-06-28T14:50:57.300Z;79;workout
2026-06-28T14:51:02.300Z;78;workout
2026-06-28T14:51:07.300Z;78;workout
2026-06-28T14:51:12.300Z;78;workout
2026-06-28T14:51:17.300Z;78;workout
2026-06-28T14:51:22.300Z;78;workout
2026-06-28T14:51:27.300Z;78;workout
2026-06-28T14:51:32.300Z;78;workout
2026-06-28T14:51:37.300Z;78;workout
2026-06-28T14:51:42.300Z;79;workout
2026-06-28T14:51:47.300Z;79;workout
2026-06-28T14:51:52.300Z;80;workout
2026-06-28T15:12:09.000Z;70;awake
2026-06-28T15:12:15.000Z;73;awake
2026-06-28T15:12:22.000Z;66;awake
2026-06-28T15:21:24.000Z;69;awake
2026-06-28T15:21:52.000Z;75;awake
2026-06-28T15:21:56.000Z;71;awake
2026-06-28T15:31:50.000Z;82;awake
2026-06-28T15:38:21.000Z;82;awake
2026-06-28T15:38:56.000Z;86;awake
2026-06-28T15:38:59.000Z;84;awake
2026-06-28T15:48:54.000Z;72;awake
2026-06-28T15:48:55.000Z;77;awake
2026-06-28T15:49:09.000Z;68;awake
2026-06-28T15:54:37.000Z;67;awake
2026-06-28T15:54:50.000Z;74;awake
2026-06-28T15:54:51.000Z;70;awake
2026-06-28T15:59:59.000Z;69;awake
2026-06-28T16:00:42.000Z;65;awake
2026-06-28T16:01:14.000Z;68;awake
2026-06-28T16:05:50.000Z;72;awake
2026-06-28T16:05:53.000Z;66;awake
2026-06-28T16:05:56.000Z;63;awake
2026-06-28T16:12:38.000Z;72;awake
2026-06-28T16:12:48.000Z;70;awake
2026-06-28T16:13:03.000Z;67;awake
2026-06-28T16:17:03.000Z;66;awake
2026-06-28T16:17:30.000Z;68;awake
2026-06-28T16:18:18.000Z;72;awake
2026-06-28T16:27:08.000Z;67;awake
2026-06-28T16:27:12.000Z;68;awake
2026-06-28T16:27:13.000Z;72;awake
2026-06-28T16:37:35.000Z;69;awake
2026-06-28T16:37:42.000Z;75;awake
2026-06-28T16:38:28.000Z;71;awake
2026-06-28T16:47:16.000Z;70;awake
2026-06-28T16:47:45.000Z;67;awake
2026-06-28T16:48:19.000Z;65;awake
2026-06-28T16:57:18.000Z;72;awake
2026-06-28T16:57:47.000Z;66;awake
2026-06-28T16:58:33.000Z;68;awake
2026-06-28T17:06:57.000Z;73;awake
2026-06-28T17:07:17.000Z;67;awake
2026-06-28T17:07:28.000Z;69;awake
2026-06-28T17:17:30.000Z;66;awake
2026-06-28T17:17:44.000Z;64;awake
2026-06-28T17:17:49.000Z;62;awake
2026-06-28T17:27:22.000Z;74;awake
2026-06-28T17:27:41.000Z;67;awake
2026-06-28T17:28:40.000Z;69;awake
2026-06-28T17:37:20.000Z;66;awake
2026-06-28T17:37:49.000Z;67;awake
2026-06-28T17:38:33.000Z;69;awake
2026-06-28T17:47:00.000Z;75;awake
2026-06-28T17:47:01.000Z;78;awake
2026-06-28T17:47:03.000Z;81;awake
2026-06-28T17:57:21.000Z;70;awake
2026-06-28T17:57:41.000Z;69;awake
2026-06-28T17:58:08.000Z;73;awake
2026-06-28T18:07:14.000Z;73;awake
2026-06-28T18:08:29.000Z;69;awake
2026-06-28T18:08:35.000Z;66;awake
2026-06-28T18:17:17.000Z;67;awake
2026-06-28T18:17:56.000Z;65;awake
2026-06-28T18:18:42.000Z;69;awake
2026-06-28T18:27:12.000Z;64;awake
2026-06-28T18:27:19.000Z;66;awake
2026-06-28T18:28:16.000Z;71;awake
2026-06-28T18:37:23.000Z;68;awake
2026-06-28T18:37:28.000Z;64;awake
2026-06-28T18:37:47.000Z;71;awake
2026-06-28T18:47:28.000Z;63;awake
2026-06-28T18:47:37.000Z;66;awake
2026-06-28T18:47:47.000Z;64;awake
2026-06-28T18:57:48.000Z;68;awake
2026-06-28T18:58:04.000Z;65;awake
2026-06-28T18:58:18.000Z;63;awake
2026-06-28T19:07:06.000Z;70;awake
2026-06-28T19:08:20.000Z;65;awake
2026-06-28T19:08:33.000Z;67;awake
2026-06-28T19:17:10.000Z;67;awake
2026-06-28T19:17:18.000Z;72;awake
2026-06-28T19:17:34.000Z;69;awake
2026-06-28T19:27:52.000Z;68;awake
2026-06-28T19:28:07.000Z;64;awake
2026-06-28T19:28:20.000Z;65;awake
2026-06-28T19:37:19.000Z;69;awake
2026-06-28T19:37:29.000Z;66;awake
2026-06-28T19:38:51.000Z;64;awake
2026-06-28T19:47:32.000Z;68;awake
2026-06-28T19:47:37.000Z;68;awake
2026-06-28T19:47:41.000Z;71;awake
2026-06-28T19:57:35.000Z;67;awake
2026-06-28T19:57:37.000Z;62;awake
2026-06-28T19:57:45.000Z;61;awake
2026-06-28T20:07:39.000Z;72;awake
2026-06-28T20:08:27.000Z;68;awake
2026-06-28T20:08:49.000Z;65;awake
2026-06-28T20:17:22.000Z;65;awake
2026-06-28T20:17:43.000Z;67;awake
2026-06-28T20:18:35.000Z;69;awake
2026-06-28T20:27:33.000Z;68;awake
2026-06-28T20:28:02.000Z;63;awake
2026-06-28T20:28:40.000Z;81;awake
2026-06-28T20:37:58.000Z;86;awake
2026-06-28T20:38:33.000Z;74;awake
2026-06-28T20:38:46.000Z;81;awake
2026-06-28T20:57:50.000Z;71;awake
2026-06-28T20:57:52.000Z;69;awake
2026-06-28T20:57:53.000Z;70;awake
2026-06-28T21:07:42.000Z;72;awake
2026-06-28T21:07:43.000Z;67;awake
2026-06-28T21:08:56.000Z;68;awake
2026-06-28T21:13:01.000Z;68;awake
2026-06-28T21:13:02.000Z;70;awake
2026-06-28T21:13:41.000Z;66;awake
2026-06-28T21:17:46.000Z;70;awake
2026-06-28T21:18:14.000Z;67;awake
2026-06-28T21:19:13.000Z;71;awake
2026-06-28T21:23:34.000Z;69;awake
2026-06-28T21:23:59.000Z;72;awake
2026-06-28T21:24:15.000Z;66;awake
2026-06-28T21:24:29.000Z;70;rest
2026-06-28T21:41:56.000Z;67;awake
2026-06-28T21:42:20.000Z;72;awake
2026-06-28T21:42:26.000Z;69;awake
2026-06-28T21:47:11.000Z;64;awake
2026-06-28T21:47:39.000Z;66;awake
2026-06-28T21:47:46.000Z;69;awake
2026-06-28T21:51:53.000Z;65;awake
2026-06-28T21:52:13.000Z;70;awake
2026-06-28T21:53:20.000Z;66;awake
2026-06-28T21:57:05.000Z;68;awake
2026-06-28T21:58:07.000Z;64;awake
2026-06-28T21:58:33.000Z;65;awake
2026-06-28T22:02:43.000Z;65;awake
2026-06-28T22:03:05.000Z;67;awake
2026-06-28T22:03:15.000Z;63;awake
2026-06-28T22:07:51.000Z;65;awake
2026-06-28T22:07:54.000Z;63;awake
2026-06-28T22:08:41.000Z;66;awake
2026-06-28T22:14:09.000Z;63;awake
2026-06-28T22:14:30.000Z;64;awake
2026-06-28T22:14:46.000Z;65;awake
2026-06-28T22:19:06.000Z;65;awake
2026-06-28T22:19:23.000Z;68;awake
2026-06-28T22:19:52.000Z;67;awake
2026-06-28T22:23:36.000Z;68;awake
2026-06-28T22:24:22.000Z;64;awake
2026-06-28T22:24:27.000Z;66;awake
2026-06-28T22:29:09.000Z;65;awake
2026-06-28T22:29:21.000Z;67;awake
2026-06-28T22:29:33.000Z;69;awake
2026-06-28T22:35:00.000Z;84;awake
2026-06-28T22:35:09.000Z;70;awake
2026-06-28T22:35:23.000Z;66;awake
2026-06-28T22:38:47.000Z;70;awake
2026-06-28T22:39:00.000Z;73;awake
2026-06-28T22:40:27.000Z;75;awake
2026-06-28T22:44:03.000Z;68;awake
2026-06-28T22:44:25.000Z;72;awake
2026-06-28T22:44:49.000Z;76;awake
2026-06-28T22:49:17.000Z;75;awake
2026-06-28T22:50:12.000Z;72;awake
2026-06-28T22:50:22.000Z;69;awake
2026-06-28T22:54:34.000Z;70;awake
2026-06-28T22:54:51.000Z;73;awake
2026-06-28T22:55:04.000Z;68;awake
2026-06-28T22:59:57.000Z;73;awake
2026-06-28T23:00:13.000Z;67;awake
2026-06-28T23:00:32.000Z;69;awake
2026-06-28T23:06:19.000Z;73;awake
2026-06-28T23:06:28.000Z;75;awake
2026-06-28T23:06:52.000Z;79;awake
2026-06-28T23:11:51.000Z;73;awake
2026-06-28T23:12:09.000Z;75;awake
2026-06-28T23:12:15.000Z;70;awake
2026-06-28T23:15:59.000Z;70;awake
2026-06-28T23:17:25.000Z;73;awake
2026-06-28T23:17:35.000Z;74;awake
2026-06-28T23:21:35.000Z;71;awake
2026-06-28T23:22:12.000Z;75;awake
2026-06-28T23:22:43.000Z;67;awake
2026-06-28T23:26:28.000Z;74;awake
2026-06-28T23:26:33.000Z;70;awake
2026-06-28T23:27:51.000Z;71;awake
2026-06-28T23:32:10.000Z;69;awake
2026-06-28T23:32:20.000Z;73;awake
2026-06-28T23:33:19.000Z;71;awake
2026-06-28T23:36:45.000Z;72;awake
2026-06-28T23:37:45.000Z;69;awake
2026-06-28T23:38:10.000Z;75;awake
2026-06-28T23:42:19.000Z;68;awake
2026-06-28T23:42:45.000Z;74;awake
2026-06-28T23:42:46.000Z;70;awake
2026-06-28T23:47:07.000Z;78;awake
2026-06-28T23:48:11.000Z;69;awake
2026-06-28T23:48:20.000Z;72;awake
2026-06-28T23:52:49.000Z;73;awake
2026-06-28T23:52:50.000Z;68;awake
2026-06-28T23:52:55.000Z;70;awake
2026-06-28T23:58:23.000Z;68;awake
2026-06-28T23:58:28.000Z;70;awake
2026-06-28T23:58:36.000Z;73;awake
2026-06-29T00:05:01.000Z;67;awake
2026-06-29T00:05:12.000Z;65;awake
2026-06-29T00:05:28.000Z;69;awake
2026-06-29T00:12:31.000Z;68;awake
2026-06-29T00:13:28.000Z;71;awake
2026-06-29T00:14:00.000Z;69;awake
2026-06-29T00:18:26.000Z;68;awake
2026-06-29T00:18:42.000Z;76;awake
2026-06-29T00:18:56.000Z;71;awake
2026-06-29T00:22:43.000Z;66;awake
2026-06-29T00:22:58.000Z;68;awake
2026-06-29T00:24:02.000Z;71;awake
2026-06-29T00:29:15.000Z;67;awake
2026-06-29T00:29:17.000Z;72;awake
2026-06-29T00:29:34.000Z;69;awake
2026-06-29T00:33:33.000Z;68;awake
2026-06-29T00:34:25.000Z;65;awake
2026-06-29T00:34:38.000Z;72;awake
2026-06-29T00:38:20.000Z;71;awake
2026-06-29T00:39:14.000Z;67;awake
2026-06-29T00:39:16.000Z;70;awake
2026-06-29T00:43:20.000Z;67;awake
2026-06-29T00:44:14.000Z;68;awake
2026-06-29T00:45:02.000Z;71;awake
