DailySleepKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;contributors;day;timestamp
user_mixed_dailysleep_20250609_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250609_1;79;{"deep_sleep":87,"rem_sleep":88,"total_sleep":85,"efficiency":82,"restfulness":61,"latency":68,"timing":90};2025-06-09;2025-06-09T04:00:00-04:00
user_mixed_dailysleep_20250610_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250610_1;82;{"deep_sleep":85,"rem_sleep":89,"total_sleep":83,"efficiency":87,"restfulness":64,"latency":79,"timing":87};2025-06-10;2025-06-10T04:00:00-04:00
user_mixed_dailysleep_20250611_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250611_1;80;{"deep_sleep":86,"rem_sleep":84,"total_sleep":84,"efficiency":85,"restfulness":61,"latency":82,"timing":87};2025-06-11;2025-06-11T04:00:00-04:00
user_mixed_dailysleep_20250612_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250612_1;79;{"deep_sleep":86,"rem_sleep":83,"total_sleep":80,"efficiency":81,"restfulness":60,"latency":84,"timing":89};2025-06-12;2025-06-12T04:00:00-04:00
user_mixed_dailysleep_20250613_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250613_1;74;{"deep_sleep":70,"rem_sleep":88,"total_sleep":72,"efficiency":73,"restfulness":39,"latency":84,"timing":88};2025-06-13;2025-06-13T04:00:00-04:00
user_mixed_dailysleep_20250614_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250614_1;75;{"deep_sleep":83,"rem_sleep":82,"total_sleep":74,"efficiency":77,"restfulness":52,"latency":83,"timing":86};2025-06-14;2025-06-14T04:00:00-04:00
user_mixed_dailysleep_20250615_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250615_1;81;{"deep_sleep":84,"rem_sleep":80,"total_sleep":82,"efficiency":83,"restfulness":66,"latency":78,"timing":85};2025-06-15;2025-06-15T04:00:00-04:00
user_mixed_dailysleep_20250616_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250616_1;80;{"deep_sleep":84,"rem_sleep":85,"total_sleep":81,"efficiency":87,"restfulness":67,"latency":72,"timing":86};2025-06-16;2025-06-16T04:00:00-04:00
user_mixed_dailysleep_20250617_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250617_1;83;{"deep_sleep":90,"rem_sleep":86,"total_sleep":83,"efficiency":87,"restfulness":71,"latency":82,"timing":90};2025-06-17;2025-06-17T04:00:00-04:00
user_mixed_dailysleep_20250618_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250618_1;79;{"deep_sleep":86,"rem_sleep":87,"total_sleep":74,"efficiency":79,"restfulness":55,"latency":85,"timing":92};2025-06-18;2025-06-18T04:00:00-04:00
user_mixed_dailysleep_20250619_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250619_1;83;{"deep_sleep":86,"rem_sleep":87,"total_sleep":86,"efficiency":85,"restfulness":64,"latency":82,"timing":88};2025-06-19;2025-06-19T04:00:00-04:00
user_mixed_dailysleep_20250620_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250620_1;64;{"deep_sleep":78,"rem_sleep":79,"total_sleep":48,"efficiency":71,"restfulness":46,"latency":67,"timing":74};2025-06-20;2025-06-20T04:00:00-04:00
user_mixed_dailysleep_20250621_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250621_1;75;{"deep_sleep":86,"rem_sleep":88,"total_sleep":66,"efficiency":86,"restfulness":59,"latency":76,"timing":51};2025-06-21;2025-06-21T04:00:00-04:00
user_mixed_dailysleep_20250622_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250622_1;84;{"deep_sleep":90,"rem_sleep":88,"total_sleep":84,"efficiency":83,"restfulness":63,"latency":82,"timing":90};2025-06-22;2025-06-22T04:00:00-04:00
user_mixed_dailysleep_20250623_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250623_1;82;{"deep_sleep":89,"rem_sleep":86,"total_sleep":82,"efficiency":82,"restfulness":66,"latency":71,"timing":93};2025-06-23;2025-06-23T04:00:00-04:00
user_mixed_dailysleep_20250624_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250624_1;82;{"deep_sleep":86,"rem_sleep":84,"total_sleep":84,"efficiency":88,"restfulness":67,"latency":78,"timing":92};2025-06-24;2025-06-24T04:00:00-04:00
user_mixed_dailysleep_20250625_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250625_1;81;{"deep_sleep":87,"rem_sleep":82,"total_sleep":81,"efficiency":88,"restfulness":66,"latency":81,"timing":91};2025-06-25;2025-06-25T04:00:00-04:00
user_mixed_dailysleep_20250626_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250626_1;83;{"deep_sleep":87,"rem_sleep":83,"total_sleep":84,"efficiency":87,"restfulness":70,"latency":83,"timing":88};2025-06-26;2025-06-26T04:00:00-04:00
user_mixed_dailysleep_20250627_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250627_1;80;{"deep_sleep":88,"rem_sleep":92,"total_sleep":75,"efficiency":81,"restfulness":60,"latency":88,"timing":92};2025-06-27;2025-06-27T04:00:00-04:00
user_mixed_dailysleep_20250628_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250628_1;80;{"deep_sleep":88,"rem_sleep":92,"total_sleep":80,"efficiency":80,"restfulness":52,"latency":86,"timing":89};2025-06-28;2025-06-28T04:00:00-04:00
user_mixed_dailysleep_20250629_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250629_1;87;{"deep_sleep":92,"rem_sleep":87,"total_sleep":91,"efficiency":87,"restfulness":72,"latency":69,"timing":91};2025-06-29;2025-06-29T04:00:00-04:00
user_mixed_dailysleep_20250630_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailysleep_20250630_1;87;{"deep_sleep":93,"rem_sleep":90,"total_sleep":89,"efficiency":91,"restfulness":71,"latency":87,"timing":91};2025-06-30;2025-06-30T04:00:00-04:00
