DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user_mixed_dailyactivity_20250416_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250416_1;82;684;1.53;{"meet_daily_targets":90,"move_every_hour":85,"recovery_time":74,"stay_active":77,"training_frequency":90,"training_volume":75};8321;211;1544;2;240;6140;246;2838;179;359;14041;601;30557;10560;520;8500;2736;2025-04-16;2025-04-16T04:00:00-04:00
user_mixed_dailyactivity_20250417_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250417_1;77;554;1.36;{"meet_daily_targets":84,"move_every_hour":68,"recovery_time":78,"stay_active":69,"training_frequency":87,"training_volume":74};6521;118;860;3;213;5430;120;1381;1979;204;12575;685;34834;7902;520;8500;2588;2025-04-17;2025-04-17T04:00:00-04:00
user_mixed_dailyactivity_20250418_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250418_1;77;551;1.51;{"meet_daily_targets":82,"move_every_hour":73,"recovery_time":78,"stay_active":74,"training_frequency":85,"training_volume":71};7603;193;1414;3;272;6938;238;2748;897;191;17262;615;31257;9537;520;8500;2612;2025-04-18;2025-04-18T04:00:00-04:00
user_mixed_dailyactivity_20250419_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250419_1;80;1271;1.72;{"meet_daily_targets":82,"move_every_hour":71,"recovery_time":77,"stay_active":92,"training_frequency":82,"training_volume":69};8454;96;704;3;227;5788;525;6056;46;450;14206;389;19770;5320;520;8500;3359;2025-04-19;2025-04-19T04:00:00-04:00
user_mixed_dailyactivity_20250420_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250420_1;82;437;1.38;{"meet_daily_targets":79,"move_every_hour":90,"recovery_time":74,"stay_active":86,"training_frequency":80,"training_volume":71};6377;8;57;1;203;5191;210;2418;2123;436;15919;508;25852;8065;520;8500;2485;2025-04-20;2025-04-20T04:00:00-04:00
user_mixed_dailyactivity_20250421_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250421_1;73;378;1.26;{"meet_daily_targets":75,"move_every_hour":73,"recovery_time":80,"stay_active":78,"training_frequency":79,"training_volume":63};7494;22;158;3;208;5323;79;912;1006;427;14333;580;29477;9478;520;8500;2364;2025-04-21;2025-04-21T04:00:00-04:00
user_mixed_dailyactivity_20250422_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250422_1;71;454;1.39;{"meet_daily_targets":77,"move_every_hour":52,"recovery_time":78,"stay_active":63,"training_frequency":80,"training_volume":65};6936;94;688;4;202;5152;165;1899;1564;1063;12773;723;36776;8190;520;8500;2450;2025-04-22;2025-04-22T04:00:00-04:00
user_mixed_dailyactivity_20250423_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250423_1;71;553;1.40;{"meet_daily_targets":80,"move_every_hour":66,"recovery_time":79,"stay_active":61,"training_frequency":82,"training_volume":70};6054;132;968;3;246;6269;161;1862;2446;120;14400;790;40181;7672;520;8500;2593;2025-04-23;2025-04-23T04:00:00-04:00
user_mixed_dailyactivity_20250424_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250424_1;76;260;1.22;{"meet_daily_targets":79,"move_every_hour":79,"recovery_time":78,"stay_active":70,"training_frequency":83,"training_volume":70};5850;8;61;2;208;5313;35;407;2650;160;16561;674;34260;7217;520;8500;2242;2025-04-24;2025-04-24T04:00:00-04:00
user_mixed_dailyactivity_20250425_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250425_1;78;284;1.25;{"meet_daily_targets":87,"move_every_hour":57,"recovery_time":77,"stay_active":75,"training_frequency":87,"training_volume":76};7405;11;81;4;173;4408;69;798;1095;144;14630;635;32275;9424;520;8500;2374;2025-04-25;2025-04-25T04:00:00-04:00
user_mixed_dailyactivity_20250426_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250426_1;85;1431;1.77;{"meet_daily_targets":88,"move_every_hour":94,"recovery_time":78,"stay_active":93,"training_frequency":88,"training_volume":73};10024;113;826;1;176;4504;574;6618;0;509;12102;365;18582;7065;520;8500;3512;2025-04-26;2025-04-26T04:00:00-04:00
user_mixed_dailyactivity_20250427_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250427_1;89;337;1.32;{"meet_daily_targets":87,"move_every_hour":92,"recovery_time":80,"stay_active":94,"training_frequency":91,"training_volume":80};6216;39;287;1;237;6042;131;1510;2284;210;16593;391;19865;7959;520;8500;2337;2025-04-27;2025-04-27T04:00:00-04:00
user_mixed_dailyactivity_20250428_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250428_1;82;566;1.40;{"meet_daily_targets":93,"move_every_hour":71,"recovery_time":78,"stay_active":70,"training_frequency":95,"training_volume":85};8618;125;917;3;238;6077;160;1844;0;0;12805;667;33936;11053;520;8500;2597;2025-04-28;2025-04-28T04:00:00-04:00
user_mixed_dailyactivity_20250429_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250429_1;82;375;1.32;{"meet_daily_targets":86,"move_every_hour":84,"recovery_time":74,"stay_active":76,"training_frequency":85,"training_volume":88};5872;66;483;1;221;5648;109;1257;2628;261;16288;598;30404;7136;520;8500;2440;2025-04-29;2025-04-29T04:00:00-04:00
user_mixed_dailyactivity_20250430_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250430_1;80;649;1.50;{"meet_daily_targets":84,"move_every_hour":71,"recovery_time":78,"stay_active":73,"training_frequency":85,"training_volume":86};7937;184;1346;2;228;5834;230;2653;563;512;15272;588;29881;10030;520;8500;2639;2025-04-30;2025-04-30T04:00:00-04:00
user_mixed_dailyactivity_20250501_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250501_1;85;537;1.40;{"meet_daily_targets":88,"move_every_hour":95,"recovery_time":72,"stay_active":77,"training_frequency":93,"training_volume":84};5122;125;917;1;180;4603;156;1798;3378;143;13917;596;30325;5945;520;8500;2632;2025-05-01;2025-05-01T04:00:00-04:00
user_mixed_dailyactivity_20250502_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250502_1;75;669;1.41;{"meet_daily_targets":77,"move_every_hour":67,"recovery_time":74,"stay_active":71,"training_frequency":84,"training_volume":74};5680;149;1089;3;200;5110;155;1786;2820;460;13273;692;35200;7188;520;8500;2740;2025-05-02;2025-05-02T04:00:00-04:00
user_mixed_dailyactivity_20250503_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250503_1;76;1156;1.67;{"meet_daily_targets":75,"move_every_hour":79,"recovery_time":75,"stay_active":90,"training_frequency":78,"training_volume":70};9381;68;499;2;215;5491;492;5672;0;968;13346;423;21528;5705;520;8500;3124;2025-05-03;2025-05-03T04:00:00-04:00
user_mixed_dailyactivity_20250504_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250504_1;77;283;1.29;{"meet_daily_targets":73,"move_every_hour":88,"recovery_time":78,"stay_active":88,"training_frequency":73,"training_volume":66};5241;19;137;2;282;7202;109;1259;3259;374;11366;482;24491;6692;520;8500;2285;2025-05-04;2025-05-04T04:00:00-04:00
user_mixed_dailyactivity_20250505_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250505_1;71;244;1.28;{"meet_daily_targets":67,"move_every_hour":80,"recovery_time":79,"stay_active":68,"training_frequency":66,"training_volume":63};5502;28;206;2;213;5432;88;1015;2998;408;13764;714;36284;6928;520;8500;2333;2025-05-05;2025-05-05T04:00:00-04:00
user_mixed_dailyactivity_20250506_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250506_1;70;342;1.30;{"meet_daily_targets":76,"move_every_hour":76,"recovery_time":77,"stay_active":77,"training_frequency":67,"training_volume":56};4274;57;415;3;225;5732;93;1068;4226;570;18000;621;31583;5020;520;8500;2402;2025-05-06;2025-05-06T04:00:00-04:00
user_mixed_dailyactivity_20250507_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250507_1;67;310;1.27;{"meet_daily_targets":73,"move_every_hour":65,"recovery_time":81,"stay_active":69,"training_frequency":68,"training_volume":48};6341;22;164;4;169;4326;89;1030;2159;458;13675;715;36349;7975;520;8500;2294;2025-05-07;2025-05-07T04:00:00-04:00
user_mixed_dailyactivity_20250508_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250508_1;74;280;1.24;{"meet_daily_targets":71,"move_every_hour":84,"recovery_time":78,"stay_active":68,"training_frequency":72,"training_volume":61};4782;14;100;2;234;5987;53;610;3718;0;14427;724;36795;5674;520;8500;2365;2025-05-08;2025-05-08T04:00:00-04:00
user_mixed_dailyactivity_20250509_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250509_1;72;580;1.42;{"meet_daily_targets":72,"move_every_hour":84,"recovery_time":75,"stay_active":68,"training_frequency":75,"training_volume":54};6929;161;1179;2;274;6999;162;1865;1571;835;13712;713;36239;8854;520;8500;2627;2025-05-09;2025-05-09T04:00:00-04:00
user_mixed_dailyactivity_20250510_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250510_1;79;361;1.29;{"meet_daily_targets":75,"move_every_hour":90,"recovery_time":82,"stay_active":89,"training_frequency":79,"training_volume":69};8927;8;60;1;148;3780;113;1309;0;407;14851;484;24628;8412;520;8500;2442;2025-05-10;2025-05-10T04:00:00-04:00
user_mixed_dailyactivity_20250511_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250511_1;82;273;1.32;{"meet_daily_targets":82,"move_every_hour":89,"recovery_time":81,"stay_active":87,"training_frequency":84,"training_volume":72};5334;5;39;1;235;6005;149;1722;3166;1027;14013;481;24433;6762;520;8500;2271;2025-05-11;2025-05-11T04:00:00-04:00
user_mixed_dailyactivity_20250512_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250512_1;78;706;1.50;{"meet_daily_targets":86,"move_every_hour":71,"recovery_time":73,"stay_active":73,"training_frequency":88,"training_volume":79};6543;190;1388;3;221;5644;225;2593;1957;541;15800;651;33125;8193;520;8500;2701;2025-05-12;2025-05-12T04:00:00-04:00
user_mixed_dailyactivity_20250513_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250513_1;82;643;1.40;{"meet_daily_targets":86,"move_every_hour":74,"recovery_time":72,"stay_active":78,"training_frequency":91,"training_volume":85};5527;121;889;3;202;5166;163;1876;2973;442;12392;592;30117;6518;520;8500;2689;2025-05-13;2025-05-13T04:00:00-04:00
user_mixed_dailyactivity_20250514_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250514_1;82;626;1.48;{"meet_daily_targets":88,"move_every_hour":76,"recovery_time":73,"stay_active":77,"training_frequency":95,"training_volume":88};7581;188;1378;2;151;3862;210;2423;919;405;15793;617;31371;9635;520;8500;2680;2025-05-14;2025-05-14T04:00:00-04:00
user_mixed_dailyactivity_20250515_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250515_1;84;297;1.23;{"meet_daily_targets":93,"move_every_hour":75,"recovery_time":80,"stay_active":73,"training_frequency":97,"training_volume":90};6781;21;154;2;192;4905;42;485;1719;27;16065;648;32969;8341;520;8500;2375;2025-05-15;2025-05-15T04:00:00-04:00
user_mixed_dailyactivity_20250516_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250516_1;82;631;1.57;{"meet_daily_targets":93,"move_every_hour":73,"recovery_time":73,"stay_active":69,"training_frequency":98,"training_volume":91};7001;257;1878;2;257;6566;259;2988;1499;577;14925;651;33085;8780;520;8500;2725;2025-05-16;2025-05-16T04:00:00-04:00
user_mixed_dailyactivity_20250517_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250517_1;87;1528;1.75;{"meet_daily_targets":97,"move_every_hour":86,"recovery_time":73,"stay_active":96,"training_frequency":97,"training_volume":82};9052;96;702;1;207;5279;564;6505;0;477;14690;397;20180;5674;520;8500;3542;2025-05-17;2025-05-17T04:00:00-04:00
user_mixed_dailyactivity_20250518_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250518_1;90;402;1.37;{"meet_daily_targets":95,"move_every_hour":96,"recovery_time":73,"stay_active":97,"training_frequency":98,"training_volume":84};6446;47;343;0;181;4611;179;2060;2054;548;14972;409;20782;8173;520;8500;2391;2025-05-18;2025-05-18T04:00:00-04:00
user_mixed_dailyactivity_20250519_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250519_1;79;559;1.48;{"meet_daily_targets":92,"move_every_hour":68,"recovery_time":77,"stay_active":71,"training_frequency":95,"training_volume":83};5916;181;1326;2;282;7210;212;2448;2584;904;14527;672;34152;7418;520;8500;2614;2025-05-19;2025-05-19T04:00:00-04:00
user_mixed_dailyactivity_20250520_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250520_1;82;524;1.38;{"meet_daily_targets":94,"move_every_hour":74,"recovery_time":78,"stay_active":77,"training_frequency":96,"training_volume":82};5628;116;848;2;228;5822;147;1701;2872;683;15011;578;29365;6665;520;8500;2517;2025-05-20;2025-05-20T04:00:00-04:00
user_mixed_dailyactivity_20250521_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250521_1;82;492;1.40;{"meet_daily_targets":91,"move_every_hour":82,"recovery_time":74,"stay_active":74,"training_frequency":95,"training_volume":86};6920;160;1173;2;232;5922;134;1547;1580;156;14099;649;32986;8846;520;8500;2491;2025-05-21;2025-05-21T04:00:00-04:00
user_mixed_dailyactivity_20250522_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250522_1;78;504;1.30;{"meet_daily_targets":85,"move_every_hour":79,"recovery_time":78,"stay_active":71,"training_frequency":85,"training_volume":79};5911;87;637;2;196;4994;72;835;2589;26;14610;718;36512;7439;520;8500;2480;2025-05-22;2025-05-22T04:00:00-04:00
user_mixed_dailyactivity_20250523_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250523_1;74;327;1.33;{"meet_daily_targets":78,"move_every_hour":69,"recovery_time":76,"stay_active":66,"training_frequency":76,"training_volume":68};5913;81;591;3;167;4272;109;1255;2587;544;15544;712;36220;7539;520;8500;2407;2025-05-23;2025-05-23T04:00:00-04:00
user_mixed_dailyactivity_20250524_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250524_1;68;743;1.46;{"meet_daily_targets":69,"move_every_hour":70,"recovery_time":75,"stay_active":81,"training_frequency":67,"training_volume":52};5618;65;475;4;127;3238;267;3086;2882;533;14263;505;25669;3723;520;8500;2826;2025-05-24;2025-05-24T04:00:00-04:00
user_mixed_dailyactivity_20250525_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250525_1;67;230;1.25;{"meet_daily_targets":59,"move_every_hour":88,"recovery_time":78,"stay_active":71,"training_frequency":54,"training_volume":38};2775;10;75;2;125;3200;75;870;5725;597;14711;572;29078;3517;520;8500;2196;2025-05-25;2025-05-25T04:00:00-04:00
user_mixed_dailyactivity_20250526_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250526_1;61;230;1.30;{"meet_daily_targets":56,"move_every_hour":75,"recovery_time":79,"stay_active":51,"training_frequency":50,"training_volume":41};4654;73;535;3;171;4363;82;944;3846;445;13112;846;43000;5924;520;8500;2315;2025-05-26;2025-05-26T04:00:00-04:00
user_mixed_dailyactivity_20250527_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250527_1;55;267;1.25;{"meet_daily_targets":59,"move_every_hour":55,"recovery_time":76,"stay_active":61,"training_frequency":45,"training_volume":42};4432;31;228;5;176;4502;59;682;4068;417;14335;768;39036;5457;520;8500;2286;2025-05-27;2025-05-27T04:00:00-04:00
user_mixed_dailyactivity_20250528_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250528_1;64;295;1.25;{"meet_daily_targets":65,"move_every_hour":76,"recovery_time":82,"stay_active":63,"training_frequency":54,"training_volume":49};5609;23;171;3;166;4228;63;730;2891;444;14752;747;37973;7158;520;8500;2323;2025-05-28;2025-05-28T04:00:00-04:00
user_mixed_dailyactivity_20250529_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250529_1;71;259;1.23;{"meet_daily_targets":70,"move_every_hour":81,"recovery_time":80,"stay_active":66,"training_frequency":71,"training_volume":57};4955;11;84;3;189;4828;50;578;3545;269;15360;717;36480;5972;520;8500;2294;2025-05-29;2025-05-29T04:00:00-04:00
user_mixed_dailyactivity_20250530_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250530_1;73;647;1.49;{"meet_daily_targets":76,"move_every_hour":68,"recovery_time":79,"stay_active":68,"training_frequency":76,"training_volume":66};7037;203;1486;4;150;3826;206;2375;1463;593;14233;718;36489;8885;520;8500;2702;2025-05-30;2025-05-30T04:00:00-04:00
user_mixed_dailyactivity_20250531_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250531_1;83;387;1.37;{"meet_daily_targets":75,"move_every_hour":90,"recovery_time":79,"stay_active":90,"training_frequency":81,"training_volume":71};8273;12;87;2;168;4285;202;2336;227;253;14485;384;19521;5434;520;8500;2479;2025-05-31;2025-05-31T04:00:00-04:00
user_mixed_dailyactivity_20250601_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250601_1;77;452;1.33;{"meet_daily_targets":82,"move_every_hour":68,"recovery_time":73,"stay_active":92,"training_frequency":81,"training_volume":72};6670;14;102;3;193;4925;160;1851;1830;564;10800;384;19520;8493;520;8500;2420;2025-06-01;2025-06-01T04:00:00-04:00
user_mixed_dailyactivity_20250602_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250602_1;79;525;1.45;{"meet_daily_targets":85,"move_every_hour":83,"recovery_time":78,"stay_active":74,"training_frequency":85,"training_volume":70};5627;148;1085;2;254;6486;202;2326;2873;197;14986;626;31815;7042;520;8500;2567;2025-06-02;2025-06-02T04:00:00-04:00
user_mixed_dailyactivity_20250603_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250603_1;79;270;1.24;{"meet_daily_targets":87,"move_every_hour":82,"recovery_time":76,"stay_active":71,"training_frequency":85,"training_volume":72};5978;12;89;2;131;3339;60;695;2522;579;14080;675;34344;7085;520;8500;2305;2025-06-03;2025-06-03T04:00:00-04:00
user_mixed_dailyactivity_20250604_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250604_1;79;709;1.47;{"meet_daily_targets":90,"move_every_hour":68,"recovery_time":76,"stay_active":73,"training_frequency":90,"training_volume":76};6821;160;1171;3;185;4713;220;2539;1679;411;15664;656;33336;8589;520;8500;2731;2025-06-04;2025-06-04T04:00:00-04:00
user_mixed_dailyactivity_20250605_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250605_1;83;531;1.38;{"meet_daily_targets":91,"move_every_hour":78,"recovery_time":82,"stay_active":73,"training_frequency":91,"training_volume":80};7250;84;616;2;174;4449;161;1861;1250;740;15472;656;33371;8715;520;8500;2557;2025-06-05;2025-06-05T04:00:00-04:00
user_mixed_dailyactivity_20250606_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250606_1;83;748;1.44;{"meet_daily_targets":95,"move_every_hour":80,"recovery_time":77,"stay_active":73,"training_frequency":95,"training_volume":80};7070;137;1004;2;248;6335;200;2310;1430;482;14233;640;32529;8959;520;8500;2724;2025-06-06;2025-06-06T04:00:00-04:00
user_mixed_dailyactivity_20250607_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250607_1;86;1571;1.84;{"meet_daily_targets":94,"move_every_hour":78,"recovery_time":75,"stay_active":94,"training_frequency":94,"training_volume":76};10694;125;917;2;161;4108;639;7368;0;126;14447;362;18403;6388;520;8500;3600;2025-06-07;2025-06-07T04:00:00-04:00
user_mixed_dailyactivity_20250608_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250608_1;85;413;1.29;{"meet_daily_targets":91,"move_every_hour":93,"recovery_time":72,"stay_active":93,"training_frequency":94,"training_volume":76};6802;48;349;1;257;6572;86;998;1698;351;15869;407;20699;8803;520;8500;2500;2025-06-08;2025-06-08T04:00:00-04:00
user_mixed_dailyactivity_20250609_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250609_1;80;621;1.48;{"meet_daily_targets":90,"move_every_hour":80,"recovery_time":79,"stay_active":70,"training_frequency":94,"training_volume":74};6057;184;1348;2;192;4901;209;2413;2443;660;15084;653;33227;7642;520;8500;2603;2025-06-09;2025-06-09T04:00:00-04:00
