DaytimeStressKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;stress_value;recovery_value;timestamp
user_mixed_daytimestress_20250406_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250406_6;34;79;2025-04-06T13:00:00-04:00
user_mixed_daytimestress_20250406_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250406_7;35;61;2025-04-06T14:00:00-04:00
user_mixed_daytimestress_20250406_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250406_8;28;74;2025-04-06T15:00:00-04:00
user_mixed_daytimestress_20250407_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_1;50;44;2025-04-07T08:00:00-04:00
user_mixed_daytimestress_20250407_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_2;62;33;2025-04-07T09:00:00-04:00
user_mixed_daytimestress_20250407_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_3;75;23;2025-04-07T10:00:00-04:00
user_mixed_daytimestress_20250407_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_4;81;17;2025-04-07T11:00:00-04:00
user_mixed_daytimestress_20250407_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_5;76;18;2025-04-07T12:00:00-04:00
user_mixed_daytimestress_20250407_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_6;70;23;2025-04-07T13:00:00-04:00
user_mixed_daytimestress_20250407_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_7;58;35;2025-04-07T14:00:00-04:00
user_mixed_daytimestress_20250407_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250407_8;47;47;2025-04-07T15:00:00-04:00
user_mixed_daytimestress_20250408_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_1;52;38;2025-04-08T08:00:00-04:00
user_mixed_daytimestress_20250408_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_2;65;33;2025-04-08T09:00:00-04:00
user_mixed_daytimestress_20250408_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_3;70;36;2025-04-08T10:00:00-04:00
user_mixed_daytimestress_20250408_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_4;82;15;2025-04-08T11:00:00-04:00
user_mixed_daytimestress_20250408_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_5;82;15;2025-04-08T12:00:00-04:00
user_mixed_daytimestress_20250408_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_6;66;36;2025-04-08T13:00:00-04:00
user_mixed_daytimestress_20250408_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_7;65;30;2025-04-08T14:00:00-04:00
user_mixed_daytimestress_20250408_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250408_8;45;45;2025-04-08T15:00:00-04:00
user_mixed_daytimestress_20250409_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_1;49;48;2025-04-09T08:00:00-04:00
user_mixed_daytimestress_20250409_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_2;63;30;2025-04-09T09:00:00-04:00
user_mixed_daytimestress_20250409_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_3;64;28;2025-04-09T10:00:00-04:00
user_mixed_daytimestress_20250409_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_4;77;14;2025-04-09T11:00:00-04:00
user_mixed_daytimestress_20250409_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_5;70;19;2025-04-09T12:00:00-04:00
user_mixed_daytimestress_20250409_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_6;68;18;2025-04-09T13:00:00-04:00
user_mixed_daytimestress_20250409_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_7;56;36;2025-04-09T14:00:00-04:00
user_mixed_daytimestress_20250409_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250409_8;55;38;2025-04-09T15:00:00-04:00
user_mixed_daytimestress_20250410_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_1;40;43;2025-04-10T08:00:00-04:00
user_mixed_daytimestress_20250410_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_2;61;31;2025-04-10T09:00:00-04:00
user_mixed_daytimestress_20250410_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_3;70;27;2025-04-10T10:00:00-04:00
user_mixed_daytimestress_20250410_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_4;75;25;2025-04-10T11:00:00-04:00
user_mixed_daytimestress_20250410_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_5;71;21;2025-04-10T12:00:00-04:00
user_mixed_daytimestress_20250410_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_6;64;28;2025-04-10T13:00:00-04:00
user_mixed_daytimestress_20250410_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_7;53;45;2025-04-10T14:00:00-04:00
user_mixed_daytimestress_20250410_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250410_8;55;48;2025-04-10T15:00:00-04:00
user_mixed_daytimestress_20250411_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_1;58;41;2025-04-11T08:00:00-04:00
user_mixed_daytimestress_20250411_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_2;73;30;2025-04-11T09:00:00-04:00
user_mixed_daytimestress_20250411_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_3;77;21;2025-04-11T10:00:00-04:00
user_mixed_daytimestress_20250411_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_4;83;13;2025-04-11T11:00:00-04:00
user_mixed_daytimestress_20250411_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_5;84;9;2025-04-11T12:00:00-04:00
user_mixed_daytimestress_20250411_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_6;78;14;2025-04-11T13:00:00-04:00
user_mixed_daytimestress_20250411_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_7;69;27;2025-04-11T14:00:00-04:00
user_mixed_daytimestress_20250411_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250411_8;54;51;2025-04-11T15:00:00-04:00
user_mixed_daytimestress_20250412_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_1;38;57;2025-04-12T08:00:00-04:00
user_mixed_daytimestress_20250412_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_2;46;47;2025-04-12T09:00:00-04:00
user_mixed_daytimestress_20250412_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_3;56;48;2025-04-12T10:00:00-04:00
user_mixed_daytimestress_20250412_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_4;63;25;2025-04-12T11:00:00-04:00
user_mixed_daytimestress_20250412_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_5;42;62;2025-04-12T12:00:00-04:00
user_mixed_daytimestress_20250412_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_6;34;59;2025-04-12T13:00:00-04:00
user_mixed_daytimestress_20250412_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_7;36;61;2025-04-12T14:00:00-04:00
user_mixed_daytimestress_20250412_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250412_8;26;67;2025-04-12T15:00:00-04:00
user_mixed_daytimestress_20250413_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_1;32;79;2025-04-13T08:00:00-04:00
user_mixed_daytimestress_20250413_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_2;34;76;2025-04-13T09:00:00-04:00
user_mixed_daytimestress_20250413_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_3;35;81;2025-04-13T10:00:00-04:00
user_mixed_daytimestress_20250413_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_4;40;78;2025-04-13T11:00:00-04:00
user_mixed_daytimestress_20250413_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_5;30;85;2025-04-13T12:00:00-04:00
user_mixed_daytimestress_20250413_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_6;40;70;2025-04-13T13:00:00-04:00
user_mixed_daytimestress_20250413_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_7;27;86;2025-04-13T14:00:00-04:00
user_mixed_daytimestress_20250413_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250413_8;27;75;2025-04-13T15:00:00-04:00
user_mixed_daytimestress_20250414_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_1;50;49;2025-04-14T08:00:00-04:00
user_mixed_daytimestress_20250414_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_2;71;15;2025-04-14T09:00:00-04:00
user_mixed_daytimestress_20250414_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_3;77;20;2025-04-14T10:00:00-04:00
user_mixed_daytimestress_20250414_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_4;81;18;2025-04-14T11:00:00-04:00
user_mixed_daytimestress_20250414_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_5;87;16;2025-04-14T12:00:00-04:00
user_mixed_daytimestress_20250414_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_6;76;32;2025-04-14T13:00:00-04:00
user_mixed_daytimestress_20250414_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_7;68;27;2025-04-14T14:00:00-04:00
user_mixed_daytimestress_20250414_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250414_8;71;20;2025-04-14T15:00:00-04:00
user_mixed_daytimestress_20250415_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_1;44;46;2025-04-15T08:00:00-04:00
user_mixed_daytimestress_20250415_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_2;60;37;2025-04-15T09:00:00-04:00
user_mixed_daytimestress_20250415_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_3;63;26;2025-04-15T10:00:00-04:00
user_mixed_daytimestress_20250415_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_4;72;26;2025-04-15T11:00:00-04:00
user_mixed_daytimestress_20250415_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_5;86;12;2025-04-15T12:00:00-04:00
user_mixed_daytimestress_20250415_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_6;71;17;2025-04-15T13:00:00-04:00
user_mixed_daytimestress_20250415_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_7;60;42;2025-04-15T14:00:00-04:00
user_mixed_daytimestress_20250415_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250415_8;57;42;2025-04-15T15:00:00-04:00
user_mixed_daytimestress_20250416_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_1;52;38;2025-04-16T08:00:00-04:00
user_mixed_daytimestress_20250416_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_2;69;32;2025-04-16T09:00:00-04:00
user_mixed_daytimestress_20250416_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_3;70;28;2025-04-16T10:00:00-04:00
user_mixed_daytimestress_20250416_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_4;78;17;2025-04-16T11:00:00-04:00
user_mixed_daytimestress_20250416_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_5;75;25;2025-04-16T12:00:00-04:00
user_mixed_daytimestress_20250416_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_6;69;37;2025-04-16T13:00:00-04:00
user_mixed_daytimestress_20250416_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_7;52;51;2025-04-16T14:00:00-04:00
user_mixed_daytimestress_20250416_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250416_8;53;39;2025-04-16T15:00:00-04:00
user_mixed_daytimestress_20250417_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_1;50;43;2025-04-17T08:00:00-04:00
user_mixed_daytimestress_20250417_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_2;55;33;2025-04-17T09:00:00-04:00
user_mixed_daytimestress_20250417_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_3;65;35;2025-04-17T10:00:00-04:00
user_mixed_daytimestress_20250417_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_4;85;5;2025-04-17T11:00:00-04:00
user_mixed_daytimestress_20250417_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_5;78;15;2025-04-17T12:00:00-04:00
user_mixed_daytimestress_20250417_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_6;65;30;2025-04-17T13:00:00-04:00
user_mixed_daytimestress_20250417_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_7;66;35;2025-04-17T14:00:00-04:00
user_mixed_daytimestress_20250417_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250417_8;57;33;2025-04-17T15:00:00-04:00
user_mixed_daytimestress_20250418_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_1;52;34;2025-04-18T08:00:00-04:00
user_mixed_daytimestress_20250418_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_2;56;48;2025-04-18T09:00:00-04:00
user_mixed_daytimestress_20250418_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_3;79;20;2025-04-18T10:00:00-04:00
user_mixed_daytimestress_20250418_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_4;83;8;2025-04-18T11:00:00-04:00
user_mixed_daytimestress_20250418_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_5;74;17;2025-04-18T12:00:00-04:00
user_mixed_daytimestress_20250418_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_6;71;19;2025-04-18T13:00:00-04:00
user_mixed_daytimestress_20250418_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_7;58;33;2025-04-18T14:00:00-04:00
user_mixed_daytimestress_20250418_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250418_8;57;37;2025-04-18T15:00:00-04:00
user_mixed_daytimestress_20250419_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_1;28;61;2025-04-19T08:00:00-04:00
user_mixed_daytimestress_20250419_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_2;55;46;2025-04-19T09:00:00-04:00
user_mixed_daytimestress_20250419_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_3;57;22;2025-04-19T10:00:00-04:00
user_mixed_daytimestress_20250419_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_4;67;34;2025-04-19T11:00:00-04:00
user_mixed_daytimestress_20250419_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_5;43;57;2025-04-19T12:00:00-04:00
user_mixed_daytimestress_20250419_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_6;45;60;2025-04-19T13:00:00-04:00
user_mixed_daytimestress_20250419_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_7;37;59;2025-04-19T14:00:00-04:00
user_mixed_daytimestress_20250419_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250419_8;39;60;2025-04-19T15:00:00-04:00
user_mixed_daytimestress_20250420_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_1;33;72;2025-04-20T08:00:00-04:00
user_mixed_daytimestress_20250420_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_2;41;53;2025-04-20T09:00:00-04:00
user_mixed_daytimestress_20250420_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_3;49;47;2025-04-20T10:00:00-04:00
user_mixed_daytimestress_20250420_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_4;54;51;2025-04-20T11:00:00-04:00
user_mixed_daytimestress_20250420_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_5;46;61;2025-04-20T12:00:00-04:00
user_mixed_daytimestress_20250420_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_6;48;62;2025-04-20T13:00:00-04:00
user_mixed_daytimestress_20250420_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_7;46;63;2025-04-20T14:00:00-04:00
user_mixed_daytimestress_20250420_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250420_8;35;73;2025-04-20T15:00:00-04:00
user_mixed_daytimestress_20250421_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_1;56;41;2025-04-21T08:00:00-04:00
user_mixed_daytimestress_20250421_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_2;73;11;2025-04-21T09:00:00-04:00
user_mixed_daytimestress_20250421_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_3;77;14;2025-04-21T10:00:00-04:00
user_mixed_daytimestress_20250421_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_4;84;5;2025-04-21T11:00:00-04:00
user_mixed_daytimestress_20250421_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_5;87;11;2025-04-21T12:00:00-04:00
user_mixed_daytimestress_20250421_6;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_6;72;33;2025-04-21T13:00:00-04:00
user_mixed_daytimestress_20250421_7;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_7;76;17;2025-04-21T14:00:00-04:00
user_mixed_daytimestress_20250421_8;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250421_8;57;39;2025-04-21T15:00:00-04:00
user_mixed_daytimestress_20250422_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250422_1;59;29;2025-04-22T08:00:00-04:00
user_mixed_daytimestress_20250422_2;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250422_2;68;23;2025-04-22T09:00:00-04:00
user_mixed_daytimestress_20250422_3;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250422_3;86;5;2025-04-22T10:00:00-04:00
user_mixed_daytimestress_20250422_4;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250422_4;87;5;2025-04-22T11:00:00-04:00
user_mixed_daytimestress_20250422_5;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_daytimestress_20250422_5;83;25;2025-04-22T12:00:00-04:00
