TemperatureKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;skin_temp;timestamp
user_increasing_temperature_20250408_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_3;34.1;2025-04-08T10:00:00-04:00
user_increasing_temperature_20250408_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_4;34.3;2025-04-08T11:00:00-04:00
user_increasing_temperature_20250408_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_5;34.3;2025-04-08T12:00:00-04:00
user_increasing_temperature_20250408_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_6;34.5;2025-04-08T13:00:00-04:00
user_increasing_temperature_20250408_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_7;34.8;2025-04-08T14:00:00-04:00
user_increasing_temperature_20250408_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_8;34.5;2025-04-08T15:00:00-04:00
user_increasing_temperature_20250408_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_9;34.6;2025-04-08T16:00:00-04:00
user_increasing_temperature_20250408_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250408_10;34.1;2025-04-08T17:00:00-04:00
user_increasing_temperature_20250409_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_1;33.5;2025-04-09T08:00:00-04:00
user_increasing_temperature_20250409_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_2;33.8;2025-04-09T09:00:00-04:00
user_increasing_temperature_20250409_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_3;33.7;2025-04-09T10:00:00-04:00
user_increasing_temperature_20250409_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_4;34.0;2025-04-09T11:00:00-04:00
user_increasing_temperature_20250409_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_5;34.2;2025-04-09T12:00:00-04:00
user_increasing_temperature_20250409_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_6;34.3;2025-04-09T13:00:00-04:00
user_increasing_temperature_20250409_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_7;34.5;2025-04-09T14:00:00-04:00
user_increasing_temperature_20250409_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_8;34.2;2025-04-09T15:00:00-04:00
user_increasing_temperature_20250409_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_9;34.1;2025-04-09T16:00:00-04:00
user_increasing_temperature_20250409_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250409_10;34.0;2025-04-09T17:00:00-04:00
user_increasing_temperature_20250410_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_1;33.5;2025-04-10T08:00:00-04:00
user_increasing_temperature_20250410_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_2;33.7;2025-04-10T09:00:00-04:00
user_increasing_temperature_20250410_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_3;33.8;2025-04-10T10:00:00-04:00
user_increasing_temperature_20250410_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_4;34.0;2025-04-10T11:00:00-04:00
user_increasing_temperature_20250410_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_5;34.0;2025-04-10T12:00:00-04:00
user_increasing_temperature_20250410_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_6;34.3;2025-04-10T13:00:00-04:00
user_increasing_temperature_20250410_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_7;34.5;2025-04-10T14:00:00-04:00
user_increasing_temperature_20250410_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_8;34.4;2025-04-10T15:00:00-04:00
user_increasing_temperature_20250410_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_9;34.2;2025-04-10T16:00:00-04:00
user_increasing_temperature_20250410_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250410_10;33.9;2025-04-10T17:00:00-04:00
user_increasing_temperature_20250411_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_1;33.7;2025-04-11T08:00:00-04:00
user_increasing_temperature_20250411_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_2;33.8;2025-04-11T09:00:00-04:00
user_increasing_temperature_20250411_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_3;33.8;2025-04-11T10:00:00-04:00
user_increasing_temperature_20250411_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_4;34.1;2025-04-11T11:00:00-04:00
user_increasing_temperature_20250411_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_5;34.6;2025-04-11T12:00:00-04:00
user_increasing_temperature_20250411_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_6;34.5;2025-04-11T13:00:00-04:00
user_increasing_temperature_20250411_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_7;34.6;2025-04-11T14:00:00-04:00
user_increasing_temperature_20250411_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_8;34.6;2025-04-11T15:00:00-04:00
user_increasing_temperature_20250411_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_9;34.2;2025-04-11T16:00:00-04:00
user_increasing_temperature_20250411_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250411_10;34.3;2025-04-11T17:00:00-04:00
user_increasing_temperature_20250412_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_1;33.8;2025-04-12T08:00:00-04:00
user_increasing_temperature_20250412_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_2;34.0;2025-04-12T09:00:00-04:00
user_increasing_temperature_20250412_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_3;34.2;2025-04-12T10:00:00-04:00
user_increasing_temperature_20250412_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_4;34.2;2025-04-12T11:00:00-04:00
user_increasing_temperature_20250412_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_5;34.5;2025-04-12T12:00:00-04:00
user_increasing_temperature_20250412_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_6;34.7;2025-04-12T13:00:00-04:00
user_increasing_temperature_20250412_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_7;34.8;2025-04-12T14:00:00-04:00
user_increasing_temperature_20250412_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_8;34.6;2025-04-12T15:00:00-04:00
user_increasing_temperature_20250412_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_9;34.4;2025-04-12T16:00:00-04:00
user_increasing_temperature_20250412_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250412_10;34.3;2025-04-12T17:00:00-04:00
user_increasing_temperature_20250413_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_1;33.4;2025-04-13T08:00:00-04:00
user_increasing_temperature_20250413_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_2;33.7;2025-04-13T09:00:00-04:00
user_increasing_temperature_20250413_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_3;34.0;2025-04-13T10:00:00-04:00
user_increasing_temperature_20250413_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_4;34.2;2025-04-13T11:00:00-04:00
user_increasing_temperature_20250413_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_5;34.3;2025-04-13T12:00:00-04:00
user_increasing_temperature_20250413_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_6;34.4;2025-04-13T13:00:00-04:00
user_increasing_temperature_20250413_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_7;34.6;2025-04-13T14:00:00-04:00
user_increasing_temperature_20250413_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_8;34.5;2025-04-13T15:00:00-04:00
user_increasing_temperature_20250413_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_9;34.5;2025-04-13T16:00:00-04:00
user_increasing_temperature_20250413_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250413_10;34.0;2025-04-13T17:00:00-04:00
user_increasing_temperature_20250414_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_1;33.8;2025-04-14T08:00:00-04:00
user_increasing_temperature_20250414_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_2;33.9;2025-04-14T09:00:00-04:00
user_increasing_temperature_20250414_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_3;34.0;2025-04-14T10:00:00-04:00
user_increasing_temperature_20250414_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_4;34.3;2025-04-14T11:00:00-04:00
user_increasing_temperature_20250414_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_5;34.5;2025-04-14T12:00:00-04:00
user_increasing_temperature_20250414_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_6;34.5;2025-04-14T13:00:00-04:00
user_increasing_temperature_20250414_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_7;34.7;2025-04-14T14:00:00-04:00
user_increasing_temperature_20250414_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_8;34.6;2025-04-14T15:00:00-04:00
user_increasing_temperature_20250414_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_9;34.3;2025-04-14T16:00:00-04:00
user_increasing_temperature_20250414_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250414_10;34.0;2025-04-14T17:00:00-04:00
user_increasing_temperature_20250415_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_1;33.6;2025-04-15T08:00:00-04:00
user_increasing_temperature_20250415_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_2;33.9;2025-04-15T09:00:00-04:00
user_increasing_temperature_20250415_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_3;33.8;2025-04-15T10:00:00-04:00
user_increasing_temperature_20250415_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_4;34.2;2025-04-15T11:00:00-04:00
user_increasing_temperature_20250415_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_5;34.3;2025-04-15T12:00:00-04:00
user_increasing_temperature_20250415_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_6;34.3;2025-04-15T13:00:00-04:00
user_increasing_temperature_20250415_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_7;34.5;2025-04-15T14:00:00-04:00
user_increasing_temperature_20250415_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_8;34.6;2025-04-15T15:00:00-04:00
user_increasing_temperature_20250415_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_9;34.3;2025-04-15T16:00:00-04:00
user_increasing_temperature_20250415_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250415_10;34.0;2025-04-15T17:00:00-04:00
user_increasing_temperature_20250416_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_1;33.7;2025-04-16T08:00:00-04:00
user_increasing_temperature_20250416_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_2;33.8;2025-04-16T09:00:00-04:00
user_increasing_temperature_20250416_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_3;34.0;2025-04-16T10:00:00-04:00
user_increasing_temperature_20250416_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_4;34.1;2025-04-16T11:00:00-04:00
user_increasing_temperature_20250416_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_5;34.3;2025-04-16T12:00:00-04:00
user_increasing_temperature_20250416_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_6;34.6;2025-04-16T13:00:00-04:00
user_increasing_temperature_20250416_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_7;34.7;2025-04-16T14:00:00-04:00
user_increasing_temperature_20250416_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_8;34.3;2025-04-16T15:00:00-04:00
user_increasing_temperature_20250416_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_9;34.2;2025-04-16T16:00:00-04:00
user_increasing_temperature_20250416_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250416_10;34.2;2025-04-16T17:00:00-04:00
user_increasing_temperature_20250417_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_1;33.7;2025-04-17T08:00:00-04:00
user_increasing_temperature_20250417_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_2;33.4;2025-04-17T09:00:00-04:00
user_increasing_temperature_20250417_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_3;33.8;2025-04-17T10:00:00-04:00
user_increasing_temperature_20250417_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_4;34.1;2025-04-17T11:00:00-04:00
user_increasing_temperature_20250417_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_5;34.2;2025-04-17T12:00:00-04:00
user_increasing_temperature_20250417_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_6;34.3;2025-04-17T13:00:00-04:00
user_increasing_temperature_20250417_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_7;34.4;2025-04-17T14:00:00-04:00
user_increasing_temperature_20250417_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_8;34.4;2025-04-17T15:00:00-04:00
user_increasing_temperature_20250417_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_9;34.1;2025-04-17T16:00:00-04:00
user_increasing_temperature_20250417_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250417_10;33.8;2025-04-17T17:00:00-04:00
user_increasing_temperature_20250418_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_1;33.6;2025-04-18T08:00:00-04:00
user_increasing_temperature_20250418_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_2;33.7;2025-04-18T09:00:00-04:00
user_increasing_temperature_20250418_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_3;34.0;2025-04-18T10:00:00-04:00
user_increasing_temperature_20250418_4;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_4;34.2;2025-04-18T11:00:00-04:00
user_increasing_temperature_20250418_5;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_5;34.4;2025-04-18T12:00:00-04:00
user_increasing_temperature_20250418_6;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_6;34.4;2025-04-18T13:00:00-04:00
user_increasing_temperature_20250418_7;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_7;34.5;2025-04-18T14:00:00-04:00
user_increasing_temperature_20250418_8;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_8;34.5;2025-04-18T15:00:00-04:00
user_increasing_temperature_20250418_9;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_9;34.3;2025-04-18T16:00:00-04:00
user_increasing_temperature_20250418_10;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250418_10;34.0;2025-04-18T17:00:00-04:00
user_increasing_temperature_20250419_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250419_1;33.6;2025-04-19T08:00:00-04:00
user_increasing_temperature_20250419_2;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250419_2;33.7;2025-04-19T09:00:00-04:00
user_increasing_temperature_20250419_3;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_temperature_20250419_3;34.0;2025-04-19T10:00:00-04:00
