DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user_increasing_dailyactivity_20250419_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250419_1;75;1266;1.71;{"meet_daily_targets":78,"move_every_hour":70,"recovery_time":78,"stay_active":90,"training_frequency":80,"training_volume":65};8880;96;700;4;200;5104;523;6029;0;450;14206;404;20559;5588;520;8500;3358;2025-04-19;2025-04-19T04:00:00-04:00
user_increasing_dailyactivity_20250420_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250420_1;78;362;1.34;{"meet_daily_targets":78,"move_every_hour":91,"recovery_time":74,"stay_active":85,"training_frequency":81,"training_volume":69};6762;6;47;2;196;5004;174;2003;1738;436;15919;517;26283;8552;520;8500;2330;2025-04-20;2025-04-20T04:00:00-04:00
user_increasing_dailyactivity_20250421_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250421_1;75;722;1.47;{"meet_daily_targets":77,"move_every_hour":71,"recovery_time":79,"stay_active":77,"training_frequency":81,"training_volume":63};6950;165;1210;4;193;4919;207;2391;1550;427;14333;600;30496;8790;520;8500;2715;2025-04-21;2025-04-21T04:00:00-04:00
user_increasing_dailyactivity_20250422_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250422_1;70;365;1.35;{"meet_daily_targets":77,"move_every_hour":49,"recovery_time":77,"stay_active":63,"training_frequency":77,"training_volume":64};5654;76;553;5;195;4987;132;1527;2846;1063;12773;749;38096;6676;520;8500;2456;2025-04-22;2025-04-22T04:00:00-04:00
user_increasing_dailyactivity_20250423_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250423_1;72;230;1.25;{"meet_daily_targets":79,"move_every_hour":62,"recovery_time":79,"stay_active":61,"training_frequency":76,"training_volume":69};4800;18;130;4;224;5713;63;729;3700;120;14400;837;42573;6083;520;8500;2285;2025-04-23;2025-04-23T04:00:00-04:00
user_increasing_dailyactivity_20250424_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250424_1;73;380;1.27;{"meet_daily_targets":79,"move_every_hour":76,"recovery_time":78,"stay_active":69,"training_frequency":80,"training_volume":69};4987;49;358;3;204;5197;71;817;3513;160;16561;702;35717;6152;520;8500;2445;2025-04-24;2025-04-24T04:00:00-04:00
user_increasing_dailyactivity_20250425_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250425_1;72;555;1.40;{"meet_daily_targets":83,"move_every_hour":56,"recovery_time":77,"stay_active":74,"training_frequency":81,"training_volume":70};7385;87;636;5;190;4848;186;2142;1115;144;14630;657;33428;9398;520;8500;2650;2025-04-25;2025-04-25T04:00:00-04:00
user_increasing_dailyactivity_20250426_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250426_1;82;464;1.39;{"meet_daily_targets":84,"move_every_hour":93,"recovery_time":78,"stay_active":91,"training_frequency":85,"training_volume":67};9787;15;107;1;160;4075;217;2505;0;509;12102;378;19203;6898;520;8500;2438;2025-04-26;2025-04-26T04:00:00-04:00
user_increasing_dailyactivity_20250427_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250427_1;82;297;1.31;{"meet_daily_targets":81,"move_every_hour":91,"recovery_time":80,"stay_active":92,"training_frequency":86,"training_volume":72};6675;35;253;1;225;5757;115;1330;1825;210;16593;405;20601;8546;520;8500;2319;2025-04-27;2025-04-27T04:00:00-04:00
user_increasing_dailyactivity_20250428_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250428_1;75;532;1.39;{"meet_daily_targets":83,"move_every_hour":70,"recovery_time":79,"stay_active":67,"training_frequency":85,"training_volume":72};7028;118;862;3;237;6044;150;1734;1472;0;12805;701;35637;9013;520;8500;2575;2025-04-28;2025-04-28T04:00:00-04:00
user_increasing_dailyactivity_20250429_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250429_1;75;329;1.30;{"meet_daily_targets":76,"move_every_hour":82,"recovery_time":73,"stay_active":73,"training_frequency":76,"training_volume":74};5004;58;423;2;184;4695;95;1100;3496;261;16288;634;32223;6081;520;8500;2311;2025-04-29;2025-04-29T04:00:00-04:00
user_increasing_dailyactivity_20250430_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250430_1;72;326;1.27;{"meet_daily_targets":76,"move_every_hour":68,"recovery_time":79,"stay_active":69,"training_frequency":77,"training_volume":76};7642;23;169;3;230;5875;84;973;858;512;15272;624;31740;9657;520;8500;2378;2025-04-30;2025-04-30T04:00:00-04:00
user_increasing_dailyactivity_20250501_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250501_1;80;516;1.39;{"meet_daily_targets":81,"move_every_hour":94,"recovery_time":68,"stay_active":74,"training_frequency":86,"training_volume":75};4412;121;882;1;167;4263;150;1729;4088;143;13917;624;31741;5121;520;8500;2563;2025-05-01;2025-05-01T04:00:00-04:00
user_increasing_dailyactivity_20250502_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250502_1;74;635;1.40;{"meet_daily_targets":75,"move_every_hour":67,"recovery_time":68,"stay_active":69,"training_frequency":86,"training_volume":71};4965;141;1034;3;191;4878;147;1695;3535;460;13273;709;36074;6283;520;8500;2653;2025-05-02;2025-05-02T04:00:00-04:00
user_increasing_dailyactivity_20250503_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250503_1;76;1386;1.77;{"meet_daily_targets":74,"move_every_hour":82,"recovery_time":68,"stay_active":89,"training_frequency":82,"training_volume":68};9085;82;598;2;190;4845;589;6800;0;968;13346;414;21026;5525;520;8500;3437;2025-05-03;2025-05-03T04:00:00-04:00
user_increasing_dailyactivity_20250504_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250504_1;80;366;1.32;{"meet_daily_targets":75,"move_every_hour":94,"recovery_time":71,"stay_active":88,"training_frequency":85,"training_volume":69};5996;24;177;1;272;6932;141;1625;2504;374;11366;456;23182;7656;520;8500;2426;2025-05-04;2025-05-04T04:00:00-04:00
user_increasing_dailyactivity_20250505_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250505_1;77;359;1.28;{"meet_daily_targets":73,"move_every_hour":88,"recovery_time":78,"stay_active":69,"training_frequency":84,"training_volume":70};6512;28;206;1;229;5842;88;1015;1988;408;13764;654;33277;8200;520;8500;2402;2025-05-05;2025-05-05T04:00:00-04:00
user_increasing_dailyactivity_20250506_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250506_1;80;267;1.23;{"meet_daily_targets":84,"move_every_hour":84,"recovery_time":76,"stay_active":78,"training_frequency":86,"training_volume":66};5085;11;81;2;196;5001;53;608;3415;570;18000;576;29277;5973;520;8500;2249;2025-05-06;2025-05-06T04:00:00-04:00
user_increasing_dailyactivity_20250507_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250507_1;73;703;1.48;{"meet_daily_targets":82,"move_every_hour":71,"recovery_time":78,"stay_active":71,"training_frequency":86,"training_volume":60};7067;164;1200;3;172;4393;224;2586;1433;458;13675;670;34058;8888;520;8500;2705;2025-05-07;2025-05-07T04:00:00-04:00
user_increasing_dailyactivity_20250508_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250508_1;80;579;1.36;{"meet_daily_targets":79,"move_every_hour":89,"recovery_time":77,"stay_active":71,"training_frequency":86,"training_volume":70};5403;99;724;1;222;5662;131;1512;3097;0;14427;682;34695;6411;520;8500;2634;2025-05-08;2025-05-08T04:00:00-04:00
user_increasing_dailyactivity_20250509_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250509_1;75;561;1.41;{"meet_daily_targets":79,"move_every_hour":87,"recovery_time":74,"stay_active":70,"training_frequency":86,"training_volume":62};8129;156;1140;1;252;6429;156;1804;371;835;13712;681;34650;10388;520;8500;2575;2025-05-09;2025-05-09T04:00:00-04:00
user_increasing_dailyactivity_20250510_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250510_1;84;676;1.48;{"meet_daily_targets":82,"move_every_hour":91,"recovery_time":81,"stay_active":90,"training_frequency":88,"training_volume":77};9526;61;449;1;133;3393;291;3363;0;407;14851;476;24179;8977;520;8500;2657;2025-05-10;2025-05-10T04:00:00-04:00
user_increasing_dailyactivity_20250511_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250511_1;86;287;1.33;{"meet_daily_targets":86,"move_every_hour":89,"recovery_time":81,"stay_active":87,"training_frequency":89,"training_volume":75};6057;6;41;1;221;5649;157;1815;2443;1027;14013;481;24467;7679;520;8500;2321;2025-05-11;2025-05-11T04:00:00-04:00
user_increasing_dailyactivity_20250512_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250512_1;77;750;1.52;{"meet_daily_targets":85,"move_every_hour":70,"recovery_time":76,"stay_active":72,"training_frequency":88,"training_volume":78};6050;201;1474;3;207;5287;239;2755;2450;541;15800;661;33627;7576;520;8500;2729;2025-05-12;2025-05-12T04:00:00-04:00
user_increasing_dailyactivity_20250513_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250513_1;82;545;1.37;{"meet_daily_targets":84,"move_every_hour":73,"recovery_time":76,"stay_active":76,"training_frequency":90,"training_volume":82};5294;103;754;3;217;5542;138;1590;3206;442;12392;607;30851;6243;520;8500;2516;2025-05-13;2025-05-13T04:00:00-04:00
user_increasing_dailyactivity_20250514_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250514_1;78;586;1.46;{"meet_daily_targets":83,"move_every_hour":74,"recovery_time":79,"stay_active":74,"training_frequency":89,"training_volume":81};7680;176;1290;3;142;3615;197;2268;820;405;15793;644;32736;9761;520;8500;2675;2025-05-14;2025-05-14T04:00:00-04:00
user_increasing_dailyactivity_20250515_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250515_1;79;539;1.36;{"meet_daily_targets":87,"move_every_hour":73,"recovery_time":81,"stay_active":70,"training_frequency":91,"training_volume":82};6630;153;1121;3;172;4399;105;1209;1870;27;16065;677;34416;8155;520;8500;2631;2025-05-15;2025-05-15T04:00:00-04:00
user_increasing_dailyactivity_20250516_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250516_1;80;591;1.54;{"meet_daily_targets":86,"move_every_hour":71,"recovery_time":79,"stay_active":66,"training_frequency":90,"training_volume":82};6753;241;1760;3;250;6394;243;2800;1747;577;14925;684;34786;8470;520;8500;2633;2025-05-16;2025-05-16T04:00:00-04:00
user_increasing_dailyactivity_20250517_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250517_1;83;1319;1.67;{"meet_daily_targets":90,"move_every_hour":82,"recovery_time":77,"stay_active":92,"training_frequency":91,"training_volume":74};9024;83;606;2;213;5446;487;5617;0;477;14690;424;21535;5656;520;8500;3284;2025-05-17;2025-05-17T04:00:00-04:00
user_increasing_dailyactivity_20250518_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250518_1;83;331;1.34;{"meet_daily_targets":84,"move_every_hour":92,"recovery_time":76,"stay_active":90,"training_frequency":85,"training_volume":69};5392;39;283;1;158;4029;147;1700;3108;548;14972;452;22998;6836;520;8500;2354;2025-05-18;2025-05-18T04:00:00-04:00
user_increasing_dailyactivity_20250519_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250519_1;69;277;1.26;{"meet_daily_targets":79,"move_every_hour":64,"recovery_time":78,"stay_active":62,"training_frequency":78,"training_volume":65};4561;22;164;3;261;6658;77;884;3939;904;14527;771;39192;5719;520;8500;2368;2025-05-19;2025-05-19T04:00:00-04:00
user_increasing_dailyactivity_20250520_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250520_1;69;276;1.24;{"meet_daily_targets":78,"move_every_hour":70,"recovery_time":79,"stay_active":66,"training_frequency":74,"training_volume":59};4810;15;111;3;202;5170;57;652;3690;683;15011;680;34561;5697;520;8500;2285;2025-05-20;2025-05-20T04:00:00-04:00
user_increasing_dailyactivity_20250521_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250521_1;74;257;1.24;{"meet_daily_targets":76,"move_every_hour":78,"recovery_time":75,"stay_active":65,"training_frequency":76,"training_volume":65};5404;21;153;3;227;5786;51;590;3096;156;14099;747;37985;6909;520;8500;2337;2025-05-21;2025-05-21T04:00:00-04:00
user_increasing_dailyactivity_20250522_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250522_1;72;472;1.29;{"meet_daily_targets":74,"move_every_hour":75,"recovery_time":79,"stay_active":66,"training_frequency":73,"training_volume":65};5533;82;597;3;195;4974;68;783;2967;26;14610;763;38812;6963;520;8500;2559;2025-05-22;2025-05-22T04:00:00-04:00
user_increasing_dailyactivity_20250523_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250523_1;71;266;1.25;{"meet_daily_targets":77,"move_every_hour":68,"recovery_time":76,"stay_active":70,"training_frequency":76,"training_volume":69};6721;16;120;3;180;4588;65;746;1779;544;15544;680;34599;8569;520;8500;2252;2025-05-23;2025-05-23T04:00:00-04:00
user_increasing_dailyactivity_20250524_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250524_1;78;492;1.38;{"meet_daily_targets":80,"move_every_hour":71,"recovery_time":74,"stay_active":91,"training_frequency":83,"training_volume":70};8736;17;126;3;184;4703;207;2387;0;533;14263;433;22025;5789;520;8500;2528;2025-05-24;2025-05-24T04:00:00-04:00
user_increasing_dailyactivity_20250525_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250525_1;81;316;1.32;{"meet_daily_targets":81,"move_every_hour":90,"recovery_time":77,"stay_active":87,"training_frequency":85,"training_volume":71};5617;20;145;1;175;4474;145;1675;2883;597;14711;458;23272;7119;520;8500;2314;2025-05-25;2025-05-25T04:00:00-04:00
user_increasing_dailyactivity_20250526_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250526_1;79;453;1.43;{"meet_daily_targets":81,"move_every_hour":79,"recovery_time":77,"stay_active":67,"training_frequency":84,"training_volume":77};6357;154;1130;2;225;5735;173;1994;2143;445;13112;692;35209;8091;520;8500;2531;2025-05-26;2025-05-26T04:00:00-04:00
user_increasing_dailyactivity_20250527_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250527_1;75;412;1.29;{"meet_daily_targets":84,"move_every_hour":58,"recovery_time":74,"stay_active":73,"training_frequency":78,"training_volume":76};5371;48;352;4;206;5270;91;1054;3129;417;14335;651;33077;6614;520;8500;2477;2025-05-27;2025-05-27T04:00:00-04:00
user_increasing_dailyactivity_20250528_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250528_1;79;533;1.42;{"meet_daily_targets":86,"move_every_hour":80,"recovery_time":81,"stay_active":74,"training_frequency":81,"training_volume":78};7372;169;1239;2;223;5701;157;1811;1128;444;14752;644;32722;9407;520;8500;2602;2025-05-28;2025-05-28T04:00:00-04:00
user_increasing_dailyactivity_20250529_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250529_1;82;259;1.23;{"meet_daily_targets":87,"move_every_hour":84,"recovery_time":79,"stay_active":73,"training_frequency":92,"training_volume":80};6184;11;84;2;217;5534;50;578;2316;269;15360;648;32934;7453;520;8500;2318;2025-05-29;2025-05-29T04:00:00-04:00
user_increasing_dailyactivity_20250530_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250530_1;77;358;1.27;{"meet_daily_targets":87,"move_every_hour":70,"recovery_time":78,"stay_active":71,"training_frequency":88,"training_volume":80};6713;28;206;3;146;3732;83;958;1787;593;14233;679;34528;8476;520;8500;2434;2025-05-30;2025-05-30T04:00:00-04:00
user_increasing_dailyactivity_20250531_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250531_1;89;1222;1.74;{"meet_daily_targets":84,"move_every_hour":93,"recovery_time":79,"stay_active":94,"training_frequency":90,"training_volume":82};9269;94;691;1;159;4059;548;6324;0;253;14485;363;18453;6088;520;8500;3197;2025-05-31;2025-05-31T04:00:00-04:00
user_increasing_dailyactivity_20250601_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250601_1;82;465;1.34;{"meet_daily_targets":90,"move_every_hour":69,"recovery_time":71,"stay_active":94,"training_frequency":89,"training_volume":81};6438;14;105;3;206;5268;165;1906;2062;564;10800;372;18914;8198;520;8500;2505;2025-06-01;2025-06-01T04:00:00-04:00
user_increasing_dailyactivity_20250602_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250602_1;85;545;1.46;{"meet_daily_targets":92,"move_every_hour":84,"recovery_time":75,"stay_active":76,"training_frequency":92,"training_volume":79};6445;154;1127;2;267;6808;209;2415;2055;197;14986;612;31141;8065;520;8500;2629;2025-06-02;2025-06-02T04:00:00-04:00
user_increasing_dailyactivity_20250603_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250603_1;81;270;1.24;{"meet_daily_targets":92,"move_every_hour":82,"recovery_time":75,"stay_active":72,"training_frequency":93,"training_volume":79};5684;12;89;2;151;3848;60;695;2816;579;14080;668;33991;6737;520;8500;2321;2025-06-03;2025-06-03T04:00:00-04:00
user_increasing_dailyactivity_20250604_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250604_1;81;735;1.48;{"meet_daily_targets":92,"move_every_hour":68,"recovery_time":71,"stay_active":73,"training_frequency":92,"training_volume":77};6413;166;1213;3;190;4851;228;2629;2087;411;15664;653;33200;8075;520;8500;2724;2025-06-04;2025-06-04T04:00:00-04:00
user_increasing_dailyactivity_20250605_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250605_1;84;538;1.38;{"meet_daily_targets":92,"move_every_hour":79,"recovery_time":76,"stay_active":74,"training_frequency":92,"training_volume":82};6986;85;624;2;199;5071;164;1887;1514;740;15472;645;32816;8397;520;8500;2543;2025-06-05;2025-06-05T04:00:00-04:00
user_increasing_dailyactivity_20250606_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250606_1;83;711;1.43;{"meet_daily_targets":93,"move_every_hour":82,"recovery_time":73,"stay_active":74,"training_frequency":93,"training_volume":78};7012;131;955;2;216;5512;190;2196;1488;482;14233;629;31976;8885;520;8500;2746;2025-06-06;2025-06-06T04:00:00-04:00
user_increasing_dailyactivity_20250607_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250607_1;85;1738;1.91;{"meet_daily_targets":94,"move_every_hour":80,"recovery_time":72,"stay_active":95,"training_frequency":94,"training_volume":76};11154;139;1015;2;164;4193;707;8152;0;126;14447;355;18066;6663;520;8500;3796;2025-06-07;2025-06-07T04:00:00-04:00
user_increasing_dailyactivity_20250608_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250608_1;87;424;1.29;{"meet_daily_targets":90,"move_every_hour":95,"recovery_time":70,"stay_active":95,"training_frequency":93,"training_volume":75};7167;49;357;1;261;6656;89;1023;1333;351;15869;396;20156;9275;520;8500;2472;2025-06-08;2025-06-08T04:00:00-04:00
user_increasing_dailyactivity_20250609_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250609_1;82;561;1.45;{"meet_daily_targets":90,"move_every_hour":83,"recovery_time":78,"stay_active":72,"training_frequency":94,"training_volume":74};6340;166;1218;2;185;4732;189;2180;2160;660;15084;629;31960;7999;520;8500;2562;2025-06-09;2025-06-09T04:00:00-04:00
