DaytimeStressKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;stress_value;recovery_value;timestamp
user_declining_daytimestress_20250403_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250403_5;80;17;2025-04-03T12:00:00-04:00
user_declining_daytimestress_20250403_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250403_6;66;36;2025-04-03T13:00:00-04:00
user_declining_daytimestress_20250403_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250403_7;51;51;2025-04-03T14:00:00-04:00
user_declining_daytimestress_20250403_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250403_8;54;40;2025-04-03T15:00:00-04:00
user_declining_daytimestress_20250404_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_1;49;56;2025-04-04T08:00:00-04:00
user_declining_daytimestress_20250404_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_2;67;40;2025-04-04T09:00:00-04:00
user_declining_daytimestress_20250404_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_3;66;36;2025-04-04T10:00:00-04:00
user_declining_daytimestress_20250404_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_4;82;26;2025-04-04T11:00:00-04:00
user_declining_daytimestress_20250404_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_5;71;21;2025-04-04T12:00:00-04:00
user_declining_daytimestress_20250404_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_6;70;32;2025-04-04T13:00:00-04:00
user_declining_daytimestress_20250404_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_7;59;46;2025-04-04T14:00:00-04:00
user_declining_daytimestress_20250404_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250404_8;49;52;2025-04-04T15:00:00-04:00
user_declining_daytimestress_20250405_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_1;26;70;2025-04-05T08:00:00-04:00
user_declining_daytimestress_20250405_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_2;52;44;2025-04-05T09:00:00-04:00
user_declining_daytimestress_20250405_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_3;58;39;2025-04-05T10:00:00-04:00
user_declining_daytimestress_20250405_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_4;63;32;2025-04-05T11:00:00-04:00
user_declining_daytimestress_20250405_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_5;47;53;2025-04-05T12:00:00-04:00
user_declining_daytimestress_20250405_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_6;26;64;2025-04-05T13:00:00-04:00
user_declining_daytimestress_20250405_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_7;27;57;2025-04-05T14:00:00-04:00
user_declining_daytimestress_20250405_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250405_8;31;67;2025-04-05T15:00:00-04:00
user_declining_daytimestress_20250406_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_1;29;79;2025-04-06T08:00:00-04:00
user_declining_daytimestress_20250406_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_2;35;69;2025-04-06T09:00:00-04:00
user_declining_daytimestress_20250406_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_3;34;69;2025-04-06T10:00:00-04:00
user_declining_daytimestress_20250406_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_4;48;67;2025-04-06T11:00:00-04:00
user_declining_daytimestress_20250406_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_5;39;76;2025-04-06T12:00:00-04:00
user_declining_daytimestress_20250406_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_6;33;81;2025-04-06T13:00:00-04:00
user_declining_daytimestress_20250406_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_7;33;64;2025-04-06T14:00:00-04:00
user_declining_daytimestress_20250406_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250406_8;24;77;2025-04-06T15:00:00-04:00
user_declining_daytimestress_20250407_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_1;53;42;2025-04-07T08:00:00-04:00
user_declining_daytimestress_20250407_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_2;60;26;2025-04-07T09:00:00-04:00
user_declining_daytimestress_20250407_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_3;71;17;2025-04-07T10:00:00-04:00
user_declining_daytimestress_20250407_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_4;81;11;2025-04-07T11:00:00-04:00
user_declining_daytimestress_20250407_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_5;79;17;2025-04-07T12:00:00-04:00
user_declining_daytimestress_20250407_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_6;75;24;2025-04-07T13:00:00-04:00
user_declining_daytimestress_20250407_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_7;66;28;2025-04-07T14:00:00-04:00
user_declining_daytimestress_20250407_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250407_8;54;42;2025-04-07T15:00:00-04:00
user_declining_daytimestress_20250408_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_1;52;39;2025-04-08T08:00:00-04:00
user_declining_daytimestress_20250408_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_2;69;33;2025-04-08T09:00:00-04:00
user_declining_daytimestress_20250408_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_3;68;31;2025-04-08T10:00:00-04:00
user_declining_daytimestress_20250408_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_4;75;10;2025-04-08T11:00:00-04:00
user_declining_daytimestress_20250408_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_5;81;16;2025-04-08T12:00:00-04:00
user_declining_daytimestress_20250408_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_6;63;37;2025-04-08T13:00:00-04:00
user_declining_daytimestress_20250408_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_7;67;26;2025-04-08T14:00:00-04:00
user_declining_daytimestress_20250408_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250408_8;52;46;2025-04-08T15:00:00-04:00
user_declining_daytimestress_20250409_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_1;52;51;2025-04-09T08:00:00-04:00
user_declining_daytimestress_20250409_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_2;64;24;2025-04-09T09:00:00-04:00
user_declining_daytimestress_20250409_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_3;72;24;2025-04-09T10:00:00-04:00
user_declining_daytimestress_20250409_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_4;84;15;2025-04-09T11:00:00-04:00
user_declining_daytimestress_20250409_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_5;75;23;2025-04-09T12:00:00-04:00
user_declining_daytimestress_20250409_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_6;69;18;2025-04-09T13:00:00-04:00
user_declining_daytimestress_20250409_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_7;53;38;2025-04-09T14:00:00-04:00
user_declining_daytimestress_20250409_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250409_8;52;36;2025-04-09T15:00:00-04:00
user_declining_daytimestress_20250410_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_1;40;42;2025-04-10T08:00:00-04:00
user_declining_daytimestress_20250410_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_2;61;29;2025-04-10T09:00:00-04:00
user_declining_daytimestress_20250410_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_3;68;27;2025-04-10T10:00:00-04:00
user_declining_daytimestress_20250410_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_4;74;25;2025-04-10T11:00:00-04:00
user_declining_daytimestress_20250410_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_5;73;23;2025-04-10T12:00:00-04:00
user_declining_daytimestress_20250410_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_6;62;27;2025-04-10T13:00:00-04:00
user_declining_daytimestress_20250410_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_7;53;45;2025-04-10T14:00:00-04:00
user_declining_daytimestress_20250410_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250410_8;56;48;2025-04-10T15:00:00-04:00
user_declining_daytimestress_20250411_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_1;59;39;2025-04-11T08:00:00-04:00
user_declining_daytimestress_20250411_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_2;70;25;2025-04-11T09:00:00-04:00
user_declining_daytimestress_20250411_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_3;78;17;2025-04-11T10:00:00-04:00
user_declining_daytimestress_20250411_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_4;84;9;2025-04-11T11:00:00-04:00
user_declining_daytimestress_20250411_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_5;88;5;2025-04-11T12:00:00-04:00
user_declining_daytimestress_20250411_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_6;78;11;2025-04-11T13:00:00-04:00
user_declining_daytimestress_20250411_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_7;75;22;2025-04-11T14:00:00-04:00
user_declining_daytimestress_20250411_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250411_8;55;46;2025-04-11T15:00:00-04:00
user_declining_daytimestress_20250412_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_1;37;57;2025-04-12T08:00:00-04:00
user_declining_daytimestress_20250412_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_2;55;43;2025-04-12T09:00:00-04:00
user_declining_daytimestress_20250412_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_3;54;50;2025-04-12T10:00:00-04:00
user_declining_daytimestress_20250412_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_4;71;23;2025-04-12T11:00:00-04:00
user_declining_daytimestress_20250412_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_5;41;54;2025-04-12T12:00:00-04:00
user_declining_daytimestress_20250412_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_6;36;55;2025-04-12T13:00:00-04:00
user_declining_daytimestress_20250412_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_7;32;59;2025-04-12T14:00:00-04:00
user_declining_daytimestress_20250412_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250412_8;28;67;2025-04-12T15:00:00-04:00
user_declining_daytimestress_20250413_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_1;30;83;2025-04-13T08:00:00-04:00
user_declining_daytimestress_20250413_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_2;28;69;2025-04-13T09:00:00-04:00
user_declining_daytimestress_20250413_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_3;33;83;2025-04-13T10:00:00-04:00
user_declining_daytimestress_20250413_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_4;38;75;2025-04-13T11:00:00-04:00
user_declining_daytimestress_20250413_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_5;31;86;2025-04-13T12:00:00-04:00
user_declining_daytimestress_20250413_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_6;38;73;2025-04-13T13:00:00-04:00
user_declining_daytimestress_20250413_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_7;31;82;2025-04-13T14:00:00-04:00
user_declining_daytimestress_20250413_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250413_8;25;75;2025-04-13T15:00:00-04:00
user_declining_daytimestress_20250414_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_1;49;52;2025-04-14T08:00:00-04:00
user_declining_daytimestress_20250414_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_2;78;19;2025-04-14T09:00:00-04:00
user_declining_daytimestress_20250414_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_3;79;24;2025-04-14T10:00:00-04:00
user_declining_daytimestress_20250414_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_4;86;11;2025-04-14T11:00:00-04:00
user_declining_daytimestress_20250414_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_5;89;10;2025-04-14T12:00:00-04:00
user_declining_daytimestress_20250414_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_6;72;28;2025-04-14T13:00:00-04:00
user_declining_daytimestress_20250414_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_7;65;27;2025-04-14T14:00:00-04:00
user_declining_daytimestress_20250414_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250414_8;68;18;2025-04-14T15:00:00-04:00
user_declining_daytimestress_20250415_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_1;43;41;2025-04-15T08:00:00-04:00
user_declining_daytimestress_20250415_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_2;59;38;2025-04-15T09:00:00-04:00
user_declining_daytimestress_20250415_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_3;67;32;2025-04-15T10:00:00-04:00
user_declining_daytimestress_20250415_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_4;71;26;2025-04-15T11:00:00-04:00
user_declining_daytimestress_20250415_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_5;83;13;2025-04-15T12:00:00-04:00
user_declining_daytimestress_20250415_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_6;76;20;2025-04-15T13:00:00-04:00
user_declining_daytimestress_20250415_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_7;56;42;2025-04-15T14:00:00-04:00
user_declining_daytimestress_20250415_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250415_8;56;44;2025-04-15T15:00:00-04:00
user_declining_daytimestress_20250416_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_1;53;40;2025-04-16T08:00:00-04:00
user_declining_daytimestress_20250416_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_2;68;28;2025-04-16T09:00:00-04:00
user_declining_daytimestress_20250416_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_3;74;31;2025-04-16T10:00:00-04:00
user_declining_daytimestress_20250416_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_4;76;20;2025-04-16T11:00:00-04:00
user_declining_daytimestress_20250416_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_5;76;25;2025-04-16T12:00:00-04:00
user_declining_daytimestress_20250416_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_6;68;39;2025-04-16T13:00:00-04:00
user_declining_daytimestress_20250416_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_7;52;46;2025-04-16T14:00:00-04:00
user_declining_daytimestress_20250416_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250416_8;55;43;2025-04-16T15:00:00-04:00
user_declining_daytimestress_20250417_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_1;47;44;2025-04-17T08:00:00-04:00
user_declining_daytimestress_20250417_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_2;55;43;2025-04-17T09:00:00-04:00
user_declining_daytimestress_20250417_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_3;66;34;2025-04-17T10:00:00-04:00
user_declining_daytimestress_20250417_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_4;79;13;2025-04-17T11:00:00-04:00
user_declining_daytimestress_20250417_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_5;81;17;2025-04-17T12:00:00-04:00
user_declining_daytimestress_20250417_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_6;62;30;2025-04-17T13:00:00-04:00
user_declining_daytimestress_20250417_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_7;59;36;2025-04-17T14:00:00-04:00
user_declining_daytimestress_20250417_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250417_8;54;40;2025-04-17T15:00:00-04:00
user_declining_daytimestress_20250418_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_1;51;41;2025-04-18T08:00:00-04:00
user_declining_daytimestress_20250418_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_2;58;51;2025-04-18T09:00:00-04:00
user_declining_daytimestress_20250418_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_3;71;19;2025-04-18T10:00:00-04:00
user_declining_daytimestress_20250418_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_4;83;10;2025-04-18T11:00:00-04:00
user_declining_daytimestress_20250418_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_5;77;20;2025-04-18T12:00:00-04:00
user_declining_daytimestress_20250418_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_6;65;19;2025-04-18T13:00:00-04:00
user_declining_daytimestress_20250418_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_7;53;33;2025-04-18T14:00:00-04:00
user_declining_daytimestress_20250418_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250418_8;56;40;2025-04-18T15:00:00-04:00
user_declining_daytimestress_20250419_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_1;23;67;2025-04-19T08:00:00-04:00
user_declining_daytimestress_20250419_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_2;46;50;2025-04-19T09:00:00-04:00
user_declining_daytimestress_20250419_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_3;57;28;2025-04-19T10:00:00-04:00
user_declining_daytimestress_20250419_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_4;61;36;2025-04-19T11:00:00-04:00
user_declining_daytimestress_20250419_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_5;43;60;2025-04-19T12:00:00-04:00
user_declining_daytimestress_20250419_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_6;40;68;2025-04-19T13:00:00-04:00
user_declining_daytimestress_20250419_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_7;32;60;2025-04-19T14:00:00-04:00
user_declining_daytimestress_20250419_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250419_8;29;64;2025-04-19T15:00:00-04:00
user_declining_daytimestress_20250420_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_1;28;80;2025-04-20T08:00:00-04:00
user_declining_daytimestress_20250420_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_2;33;64;2025-04-20T09:00:00-04:00
user_declining_daytimestress_20250420_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_3;45;58;2025-04-20T10:00:00-04:00
user_declining_daytimestress_20250420_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_4;42;60;2025-04-20T11:00:00-04:00
user_declining_daytimestress_20250420_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_5;41;71;2025-04-20T12:00:00-04:00
user_declining_daytimestress_20250420_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_6;38;70;2025-04-20T13:00:00-04:00
user_declining_daytimestress_20250420_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_7;38;67;2025-04-20T14:00:00-04:00
user_declining_daytimestress_20250420_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250420_8;29;86;2025-04-20T15:00:00-04:00
user_declining_daytimestress_20250421_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_1;45;55;2025-04-21T08:00:00-04:00
user_declining_daytimestress_20250421_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_2;67;20;2025-04-21T09:00:00-04:00
user_declining_daytimestress_20250421_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_3;74;28;2025-04-21T10:00:00-04:00
user_declining_daytimestress_20250421_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_4;75;15;2025-04-21T11:00:00-04:00
user_declining_daytimestress_20250421_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_5;73;26;2025-04-21T12:00:00-04:00
user_declining_daytimestress_20250421_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_6;64;37;2025-04-21T13:00:00-04:00
user_declining_daytimestress_20250421_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_7;67;32;2025-04-21T14:00:00-04:00
user_declining_daytimestress_20250421_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250421_8;51;47;2025-04-21T15:00:00-04:00
user_declining_daytimestress_20250422_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_1;55;43;2025-04-22T08:00:00-04:00
user_declining_daytimestress_20250422_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_2;56;36;2025-04-22T09:00:00-04:00
user_declining_daytimestress_20250422_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_3;81;8;2025-04-22T10:00:00-04:00
user_declining_daytimestress_20250422_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_4;76;14;2025-04-22T11:00:00-04:00
user_declining_daytimestress_20250422_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_5;75;34;2025-04-22T12:00:00-04:00
user_declining_daytimestress_20250422_6;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_6;71;24;2025-04-22T13:00:00-04:00
user_declining_daytimestress_20250422_7;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_7;62;36;2025-04-22T14:00:00-04:00
user_declining_daytimestress_20250422_8;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250422_8;59;38;2025-04-22T15:00:00-04:00
user_declining_daytimestress_20250423_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250423_1;48;50;2025-04-23T08:00:00-04:00
user_declining_daytimestress_20250423_2;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250423_2;66;30;2025-04-23T09:00:00-04:00
user_declining_daytimestress_20250423_3;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250423_3;77;15;2025-04-23T10:00:00-04:00
user_declining_daytimestress_20250423_4;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250423_4;83;23;2025-04-23T11:00:00-04:00
user_declining_daytimestress_20250423_5;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_daytimestress_20250423_5;74;18;2025-04-23T12:00:00-04:00
