DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user1_dailyactivity_20250412_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250412_1;88;1601;1.9;{"meet_daily_targets":95,"move_every_hour":86,"recovery_time":75,"stay_active":91,"training_frequency":98,"training_volume":86};10483;67;489;1;170;4348;569;6561;0;852;15670;452;22974;7319;520;8500;3734;2025-04-12;2025-04-12T04:00:00-04:00
user1_dailyactivity_20250413_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250413_1;91;465;1.5;{"meet_daily_targets":96,"move_every_hour":98,"recovery_time":78,"stay_active":89,"training_frequency":98,"training_volume":81};6613;30;219;0;282;7209;161;1855;1887;677;10843;476;24191;8417;520;8500;2546;2025-04-13;2025-04-13T04:00:00-04:00
user1_dailyactivity_20250414_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250414_1;85;579;1.7;{"meet_daily_targets":93,"move_every_hour":76,"recovery_time":76,"stay_active":80,"training_frequency":98,"training_volume":85};8005;212;1555;2;180;4602;260;3005;495;34;12833;549;27922;10072;520;8500;2609;2025-04-14;2025-04-14T04:00:00-04:00
user1_dailyactivity_20250415_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250415_1;82;586;1.5;{"meet_daily_targets":92,"move_every_hour":75,"recovery_time":77,"stay_active":78,"training_frequency":98,"training_volume":81};7311;86;628;2;211;5381;174;2002;1189;582;16402;570;28978;8741;520;8500;2642;2025-04-15;2025-04-15T04:00:00-04:00
user1_dailyactivity_20250416_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250416_1;84;676;1.7;{"meet_daily_targets":97,"move_every_hour":87,"recovery_time":73,"stay_active":80,"training_frequency":98,"training_volume":84};9211;209;1527;1;272;6955;243;2806;0;359;14041;573;29115;11689;520;8500;2713;2025-04-16;2025-04-16T04:00:00-04:00
user1_dailyactivity_20250417_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250417_1;84;624;1.5;{"meet_daily_targets":94,"move_every_hour":71,"recovery_time":77,"stay_active":73,"training_frequency":98,"training_volume":87};6558;132;969;2;249;6370;135;1555;1942;204;12575;642;32653;7947;520;8500;2746;2025-04-17;2025-04-17T04:00:00-04:00
user1_dailyactivity_20250418_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250418_1;85;617;1.7;{"meet_daily_targets":94,"move_every_hour":77,"recovery_time":77,"stay_active":79,"training_frequency":98,"training_volume":86};7698;216;1584;2;285;7285;267;3078;802;191;17262;567;28850;9656;520;8500;2643;2025-04-18;2025-04-18T04:00:00-04:00
user1_dailyactivity_20250419_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250419_1;90;1402;1.9;{"meet_daily_targets":96,"move_every_hour":76,"recovery_time":76,"stay_active":98,"training_frequency":98,"training_volume":88};9601;106;776;2;247;6295;579;6679;0;450;14206;355;18052;6042;520;8500;3433;2025-04-19;2025-04-19T04:00:00-04:00
user1_dailyactivity_20250420_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250420_1;89;446;1.5;{"meet_daily_targets":95,"move_every_hour":96,"recovery_time":72,"stay_active":93,"training_frequency":98,"training_volume":91};7413;8;58;0;242;6191;214;2469;1087;436;15919;459;23359;9375;520;8500;2425;2025-04-20;2025-04-20T04:00:00-04:00
user1_dailyactivity_20250421_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250421_1;83;787;1.6;{"meet_daily_targets":92,"move_every_hour":79,"recovery_time":78,"stay_active":85,"training_frequency":98,"training_volume":84};7849;180;1319;2;236;6037;226;2607;651;427;14333;519;26397;9927;520;8500;2958;2025-04-21;2025-04-21T04:00:00-04:00
user1_dailyactivity_20250422_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250422_1;83;527;1.5;{"meet_daily_targets":93,"move_every_hour":58,"recovery_time":76,"stay_active":70,"training_frequency":98,"training_volume":85};7153;109;798;3;212;5409;191;2203;1347;1063;12773;646;32844;8446;520;8500;2638;2025-04-22;2025-04-22T04:00:00-04:00
user1_dailyactivity_20250423_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250423_1;84;618;1.6;{"meet_daily_targets":94,"move_every_hour":72,"recovery_time":78,"stay_active":68,"training_frequency":98,"training_volume":89};6572;148;1083;2;274;7008;181;2083;1928;120;14400;710;36105;8328;520;8500;2634;2025-04-23;2025-04-23T04:00:00-04:00
user1_dailyactivity_20250424_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250424_1;86;542;1.4;{"meet_daily_targets":92,"move_every_hour":84,"recovery_time":77,"stay_active":76,"training_frequency":98,"training_volume":87};6212;70;510;1;249;6350;101;1164;2288;160;16561;613;31175;7663;520;8500;2643;2025-04-24;2025-04-24T04:00:00-04:00
user1_dailyactivity_20250425_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250425_1;84;591;1.5;{"meet_daily_targets":97,"move_every_hour":62,"recovery_time":76,"stay_active":80,"training_frequency":98,"training_volume":89};8089;93;677;3;202;5166;198;2280;411;144;14630;585;29769;10294;520;8500;2573;2025-04-25;2025-04-25T04:00:00-04:00
user1_dailyactivity_20250426_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250426_1;93;1547;2.0;{"meet_daily_targets":96,"move_every_hour":98,"recovery_time":77,"stay_active":98,"training_frequency":97,"training_volume":84};11558;122;893;0;185;4712;620;7156;0;509;12102;340;17280;8146;520;8500;3650;2025-04-26;2025-04-26T04:00:00-04:00
user1_dailyactivity_20250427_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250427_1;91;362;1.4;{"meet_daily_targets":93,"move_every_hour":95,"recovery_time":79,"stay_active":98,"training_frequency":98,"training_volume":88};7037;42;308;0;268;6836;140;1620;1463;210;16593;367;18667;9010;520;8500;2544;2025-04-27;2025-04-27T04:00:00-04:00
user1_dailyactivity_20250428_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250428_1;84;564;1.5;{"meet_daily_targets":96,"move_every_hour":74,"recovery_time":78,"stay_active":73,"training_frequency":98,"training_volume":90};8468;125;914;2;246;6276;159;1838;32;0;12805;634;32247;10860;520;8500;2764;2025-04-28;2025-04-28T04:00:00-04:00
user1_dailyactivity_20250429_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250429_1;85;400;1.4;{"meet_daily_targets":89,"move_every_hour":86,"recovery_time":74,"stay_active":79,"training_frequency":89,"training_volume":92};5835;70;515;1;222;5665;116;1339;2665;261;16288;574;29196;7091;520;8500;2467;2025-04-29;2025-04-29T04:00:00-04:00
user1_dailyactivity_20250430_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250430_1;82;680;1.6;{"meet_daily_targets":89,"move_every_hour":73,"recovery_time":78,"stay_active":75,"training_frequency":90,"training_volume":93};8177;193;1410;2;247;6295;241;2779;323;512;15272;565;28720;10333;520;8500;2727;2025-04-30;2025-04-30T04:00:00-04:00
user1_dailyactivity_20250501_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250501_1;88;567;1.5;{"meet_daily_targets":93,"move_every_hour":98,"recovery_time":72,"stay_active":80,"training_frequency":98,"training_volume":91};5374;132;969;0;189;4822;165;1899;3126;143;13917;565;28752;6238;520;8500;2613;2025-05-01;2025-05-01T04:00:00-04:00
user1_dailyactivity_20250502_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250502_1;82;757;1.6;{"meet_daily_targets":87,"move_every_hour":72,"recovery_time":73,"stay_active":75,"training_frequency":98,"training_volume":87};6167;169;1233;2;210;5354;175;2021;2333;460;13273;641;32578;7804;520;8500;2822;2025-05-02;2025-05-02T04:00:00-04:00
user1_dailyactivity_20250503_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250503_1;87;1570;2.0;{"meet_daily_targets":87,"move_every_hour":86,"recovery_time":74,"stay_active":95,"training_frequency":96,"training_volume":85};10744;93;678;1;226;5767;668;7705;0;968;13346;379;19267;6534;520;8500;3547;2025-05-03;2025-05-03T04:00:00-04:00
user1_dailyactivity_20250504_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250504_1;90;389;1.4;{"meet_daily_targets":88,"move_every_hour":98,"recovery_time":76,"stay_active":94,"training_frequency":98,"training_volume":86};6827;26;188;0;297;7573;150;1729;1673;374;11366;415;21110;8717;520;8500;2445;2025-05-04;2025-05-04T04:00:00-04:00
user1_dailyactivity_20250505_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250505_1;85;747;1.7;{"meet_daily_targets":85,"move_every_hour":92,"recovery_time":77,"stay_active":75,"training_frequency":97,"training_volume":87};7872;235;1717;0;258;6577;251;2901;628;408;13764;599;30437;9912;520;8500;2789;2025-05-05;2025-05-05T04:00:00-04:00
user1_dailyactivity_20250506_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250506_1;86;556;1.5;{"meet_daily_targets":96,"move_every_hour":88,"recovery_time":75,"stay_active":84,"training_frequency":98,"training_volume":82};5399;92;675;1;233;5951;151;1738;3101;570;18000;524;26652;6342;520;8500;2567;2025-05-06;2025-05-06T04:00:00-04:00
user1_dailyactivity_20250507_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250507_1;84;800;1.7;{"meet_daily_targets":94,"move_every_hour":75,"recovery_time":79,"stay_active":77,"training_frequency":98,"training_volume":76};7770;187;1366;2;182;4658;255;2944;730;458;13675;610;30992;9772;520;8500;2873;2025-05-07;2025-05-07T04:00:00-04:00
user1_dailyactivity_20250508_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250508_1;88;668;1.5;{"meet_daily_targets":91,"move_every_hour":93,"recovery_time":76,"stay_active":76,"training_frequency":98,"training_volume":86};5922;114;835;0;244;6231;151;1744;2578;0;14427;626;31828;7027;520;8500;2729;2025-05-08;2025-05-08T04:00:00-04:00
user1_dailyactivity_20250509_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250509_1;84;658;1.6;{"meet_daily_targets":91,"move_every_hour":91,"recovery_time":73,"stay_active":75,"training_frequency":98,"training_volume":78};8579;183;1338;0;287;7337;183;2116;0;835;13712;627;31883;10963;520;8500;2642;2025-05-09;2025-05-09T04:00:00-04:00
user1_dailyactivity_20250510_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250510_1;92;752;1.7;{"meet_daily_targets":92,"move_every_hour":95,"recovery_time":80,"stay_active":95,"training_frequency":98,"training_volume":90};9882;68;499;0;154;3926;324;3740;0;407;14851;440;22373;9312;520;8500;2804;2025-05-10;2025-05-10T04:00:00-04:00
user1_dailyactivity_20250511_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250511_1;91;310;1.5;{"meet_daily_targets":95,"move_every_hour":93,"recovery_time":80,"stay_active":92,"training_frequency":98,"training_volume":88};6252;6;44;0;267;6829;170;1959;2248;1027;14013;443;22507;7926;520;8500;2409;2025-05-11;2025-05-11T04:00:00-04:00
user1_dailyactivity_20250512_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250512_1;86;786;1.7;{"meet_daily_targets":95,"move_every_hour":74,"recovery_time":75,"stay_active":77,"training_frequency":98,"training_volume":91};6974;211;1546;2;241;6154;250;2889;1526;541;15800;610;31025;8733;520;8500;2772;2025-05-12;2025-05-12T04:00:00-04:00
user1_dailyactivity_20250513_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250513_1;85;641;1.5;{"meet_daily_targets":92,"move_every_hour":77,"recovery_time":75,"stay_active":81,"training_frequency":98,"training_volume":93};6001;121;886;2;229;5851;162;1869;2499;442;12392;562;28593;7077;520;8500;2663;2025-05-13;2025-05-13T04:00:00-04:00
user1_dailyactivity_20250514_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250514_1;87;645;1.6;{"meet_daily_targets":91,"move_every_hour":78,"recovery_time":78,"stay_active":79,"training_frequency":98,"training_volume":92};8552;194;1421;2;165;4200;217;2498;0;405;15793;596;30309;10869;520;8500;2736;2025-05-14;2025-05-14T04:00:00-04:00
user1_dailyactivity_20250515_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250515_1;87;618;1.5;{"meet_daily_targets":94,"move_every_hour":77,"recovery_time":80,"stay_active":75,"training_frequency":98,"training_volume":92};7097;176;1286;2;203;5191;120;1387;1403;27;16065;627;31903;8730;520;8500;2625;2025-05-15;2025-05-15T04:00:00-04:00
user1_dailyactivity_20250516_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250516_1;85;645;1.7;{"meet_daily_targets":94,"move_every_hour":75,"recovery_time":78,"stay_active":71,"training_frequency":98,"training_volume":92};7601;262;1920;2;274;6998;265;3055;899;577;14925;633;32186;9533;520;8500;2647;2025-05-16;2025-05-16T04:00:00-04:00
user1_dailyactivity_20250517_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250517_1;91;1522;1.9;{"meet_daily_targets":98,"move_every_hour":87,"recovery_time":76,"stay_active":98,"training_frequency":98,"training_volume":84};9282;95;699;1;217;5542;562;6480;0;477;14690;387;19672;5818;520;8500;3588;2025-05-17;2025-05-17T04:00:00-04:00
user1_dailyactivity_20250518_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250518_1;93;385;1.5;{"meet_daily_targets":96,"move_every_hour":97,"recovery_time":75,"stay_active":98,"training_frequency":98,"training_volume":85};6338;45;329;0;192;4896;171;1975;2162;548;14972;399;20298;8036;520;8500;2444;2025-05-18;2025-05-18T04:00:00-04:00
user1_dailyactivity_20250519_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250519_1;84;577;1.6;{"meet_daily_targets":95,"move_every_hour":70,"recovery_time":77,"stay_active":73,"training_frequency":98,"training_volume":88};6257;187;1368;2;300;7649;219;2526;2243;904;14527;649;33017;7845;520;8500;2597;2025-05-19;2025-05-19T04:00:00-04:00
user1_dailyactivity_20250520_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250520_1;85;574;1.5;{"meet_daily_targets":97,"move_every_hour":76,"recovery_time":78,"stay_active":79,"training_frequency":98,"training_volume":86};6213;127;928;2;264;6739;161;1862;2287;683;15011;558;28386;7358;520;8500;2580;2025-05-20;2025-05-20T04:00:00-04:00
user1_dailyactivity_20250521_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250521_1;87;536;1.5;{"meet_daily_targets":94,"move_every_hour":84,"recovery_time":74,"stay_active":77,"training_frequency":98,"training_volume":91};6925;174;1277;1;270;6887;146;1685;1575;156;14099;623;31671;8853;520;8500;2542;2025-05-21;2025-05-21T04:00:00-04:00
user1_dailyactivity_20250522_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250522_1;85;579;1.4;{"meet_daily_targets":92,"move_every_hour":81,"recovery_time":78,"stay_active":77,"training_frequency":93,"training_volume":89};7353;100;732;1;218;5556;83;960;1147;26;14610;649;33023;9254;520;8500;2614;2025-05-22;2025-05-22T04:00:00-04:00
user1_dailyactivity_20250523_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250523_1;85;555;1.6;{"meet_daily_targets":92,"move_every_hour":73,"recovery_time":75,"stay_active":78,"training_frequency":93,"training_volume":90};8011;137;1004;2;212;5414;185;2131;489;544;15544;597;30346;10214;520;8500;2648;2025-05-23;2025-05-23T04:00:00-04:00
user1_dailyactivity_20250524_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250524_1;86;1641;2.0;{"meet_daily_targets":94,"move_every_hour":76,"recovery_time":73,"stay_active":98,"training_frequency":98,"training_volume":89};10304;143;1050;2;192;4913;591;6820;0;533;14263;391;19891;6828;520;8500;3738;2025-05-24;2025-05-24T04:00:00-04:00
user1_dailyactivity_20250525_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250525_1;92;365;1.5;{"meet_daily_targets":93,"move_every_hour":95,"recovery_time":76,"stay_active":93,"training_frequency":97,"training_volume":87};6136;23;167;0;190;4849;168;1933;2364;597;14711;416;21162;7777;520;8500;2533;2025-05-25;2025-05-25T04:00:00-04:00
user1_dailyactivity_20250526_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250526_1;84;476;1.6;{"meet_daily_targets":92,"move_every_hour":83,"recovery_time":76,"stay_active":72,"training_frequency":96,"training_volume":92};7506;162;1188;1;265;6764;182;2097;994;445;13112;639;32515;9554;520;8500;2388;2025-05-26;2025-05-26T04:00:00-04:00
user1_dailyactivity_20250527_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250527_1;83;472;1.4;{"meet_daily_targets":93,"move_every_hour":62,"recovery_time":73,"stay_active":78,"training_frequency":87,"training_volume":88};6271;55;403;3;251;6399;105;1207;2229;417;14335;597;30374;7722;520;8500;2496;2025-05-27;2025-05-27T04:00:00-04:00
user1_dailyactivity_20250528_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250528_1;86;614;1.6;{"meet_daily_targets":94,"move_every_hour":83,"recovery_time":80,"stay_active":78,"training_frequency":89,"training_volume":89};8048;195;1426;1;232;5925;181;2085;452;444;14752;602;30601;10270;520;8500;2733;2025-05-28;2025-05-28T04:00:00-04:00
user1_dailyactivity_20250529_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250529_1;85;540;1.5;{"meet_daily_targets":94,"move_every_hour":88,"recovery_time":78,"stay_active":78,"training_frequency":98,"training_volume":89};6547;95;696;1;242;6186;143;1651;1953;269;15360;602;30624;7891;520;8500;2590;2025-05-29;2025-05-29T04:00:00-04:00
user1_dailyactivity_20250530_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250530_1;86;746;1.7;{"meet_daily_targets":94,"move_every_hour":74,"recovery_time":77,"stay_active":76,"training_frequency":95,"training_volume":90};7923;234;1713;2;167;4272;237;2738;577;593;14233;631;32063;10004;520;8500;2798;2025-05-30;2025-05-30T04:00:00-04:00
user1_dailyactivity_20250531_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250531_1;92;1290;1.9;{"meet_daily_targets":92,"move_every_hour":96,"recovery_time":78,"stay_active":98,"training_frequency":98,"training_volume":93};9997;100;729;0;180;4588;579;6675;0;253;14485;340;17280;6566;520;8500;3264;2025-05-31;2025-05-31T04:00:00-04:00
user1_dailyactivity_20250601_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250601_1;89;499;1.5;{"meet_daily_targets":97,"move_every_hour":72,"recovery_time":72,"stay_active":98,"training_frequency":96,"training_volume":91};7399;15;113;2;232;5933;177;2045;1101;564;10800;348;17707;9421;520;8500;2421;2025-06-01;2025-06-01T04:00:00-04:00
user1_dailyactivity_20250602_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250602_1;87;622;1.6;{"meet_daily_targets":98,"move_every_hour":87,"recovery_time":77,"stay_active":80,"training_frequency":98,"training_volume":87};6559;176;1285;1;294;7501;239;2755;1941;197;14986;573;29147;8208;520;8500;2581;2025-06-02;2025-06-02T04:00:00-04:00
user1_dailyactivity_20250603_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250603_1;87;562;1.5;{"meet_daily_targets":98,"move_every_hour":85,"recovery_time":75,"stay_active":75,"training_frequency":98,"training_volume":87};6682;102;743;1;153;3900;172;1987;1818;579;14080;632;32144;7920;520;8500;2577;2025-06-03;2025-06-03T04:00:00-04:00
user1_dailyactivity_20250604_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250604_1;87;768;1.6;{"meet_daily_targets":98,"move_every_hour":71,"recovery_time":75,"stay_active":77,"training_frequency":98,"training_volume":86};7455;173;1268;2;210;5358;238;2748;1045;411;15664;614;31211;9387;520;8500;2904;2025-06-04;2025-06-04T04:00:00-04:00
user1_dailyactivity_20250605_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250605_1;88;591;1.5;{"meet_daily_targets":98,"move_every_hour":81,"recovery_time":81,"stay_active":77,"training_frequency":98,"training_volume":89};7984;94;685;1;200;5108;179;2071;516;740;15472;615;31296;9597;520;8500;2699;2025-06-05;2025-06-05T04:00:00-04:00
user1_dailyactivity_20250606_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250606_1;86;792;1.6;{"meet_daily_targets":98,"move_every_hour":84,"recovery_time":77,"stay_active":77,"training_frequency":98,"training_volume":85};7725;145;1064;1;251;6400;212;2447;775;482;14233;599;30474;9789;520;8500;2823;2025-06-06;2025-06-06T04:00:00-04:00
user1_dailyactivity_20250607_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250607_1;88;1740;2.1;{"meet_daily_targets":98,"move_every_hour":82,"recovery_time":75,"stay_active":98,"training_frequency":98,"training_volume":82};11208;139;1016;1;189;4832;707;8160;0;126;14447;340;17280;6695;520;8500;3730;2025-06-07;2025-06-07T04:00:00-04:00
user1_dailyactivity_20250608_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250608_1;90;422;1.4;{"meet_daily_targets":95,"move_every_hour":97,"recovery_time":72,"stay_active":98,"training_frequency":98,"training_volume":82};7228;49;356;0;274;6997;88;1019;1272;351;15869;378;19216;9354;520;8500;2458;2025-06-08;2025-06-08T04:00:00-04:00
user1_dailyactivity_20250609_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250609_1;85;628;1.6;{"meet_daily_targets":94,"move_every_hour":85,"recovery_time":79,"stay_active":75,"training_frequency":98,"training_volume":80};6917;186;1364;1;198;5048;212;2442;1583;660;15084;601;30556;8727;520;8500;2668;2025-06-09;2025-06-09T04:00:00-04:00
user1_dailyactivity_20250610_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250610_1;85;565;1.5;{"meet_daily_targets":92,"move_every_hour":86,"recovery_time":74,"stay_active":80,"training_frequency":98,"training_volume":83};7622;119;867;1;304;7757;143;1649;878;507;16145;592;30117;9306;520;8500;2581;2025-06-10;2025-06-10T04:00:00-04:00
user1_dailyactivity_20250611_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250611_1;81;667;1.6;{"meet_daily_targets":91,"move_every_hour":81,"recovery_time":78,"stay_active":74,"training_frequency":98,"training_volume":79};8145;164;1199;1;212;5401;177;2041;355;491;15817;654;33232;10404;520;8500;2707;2025-06-11;2025-06-11T04:00:00-04:00
user1_dailyactivity_20250612_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250612_1;88;603;1.5;{"meet_daily_targets":91,"move_every_hour":96,"recovery_time":75,"stay_active":77,"training_frequency":98,"training_volume":84};6507;137;1001;0;162;4142;147;1694;1993;261;14077;606;30835;7818;520;8500;2643;2025-06-12;2025-06-12T04:00:00-04:00
