DailySleepKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;contributors;day;timestamp
user1_dailysleep_20250501_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250501_1;88;{"deep_sleep":86,"rem_sleep":88,"total_sleep":88,"efficiency":93,"restfulness":73,"latency":88,"timing":93};2025-05-01;2025-05-01T04:00:00-04:00
user1_dailysleep_20250502_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250502_1;83;{"deep_sleep":94,"rem_sleep":88,"total_sleep":80,"efficiency":86,"restfulness":62,"latency":94,"timing":90};2025-05-02;2025-05-02T04:00:00-04:00
user1_dailysleep_20250503_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250503_1;89;{"deep_sleep":88,"rem_sleep":92,"total_sleep":84,"efficiency":92,"restfulness":74,"latency":92,"timing":93};2025-05-03;2025-05-03T04:00:00-04:00
user1_dailysleep_20250504_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250504_1;84;{"deep_sleep":88,"rem_sleep":92,"total_sleep":83,"efficiency":85,"restfulness":70,"latency":81,"timing":90};2025-05-04;2025-05-04T04:00:00-04:00
user1_dailysleep_20250505_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250505_1;88;{"deep_sleep":93,"rem_sleep":91,"total_sleep":93,"efficiency":95,"restfulness":74,"latency":88,"timing":92};2025-05-05;2025-05-05T04:00:00-04:00
user1_dailysleep_20250506_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250506_1;88;{"deep_sleep":94,"rem_sleep":91,"total_sleep":88,"efficiency":86,"restfulness":70,"latency":87,"timing":93};2025-05-06;2025-05-06T04:00:00-04:00
user1_dailysleep_20250507_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250507_1;87;{"deep_sleep":92,"rem_sleep":89,"total_sleep":91,"efficiency":93,"restfulness":70,"latency":84,"timing":94};2025-05-07;2025-05-07T04:00:00-04:00
user1_dailysleep_20250508_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250508_1;90;{"deep_sleep":89,"rem_sleep":89,"total_sleep":91,"efficiency":95,"restfulness":74,"latency":86,"timing":94};2025-05-08;2025-05-08T04:00:00-04:00
user1_dailysleep_20250509_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250509_1;83;{"deep_sleep":86,"rem_sleep":91,"total_sleep":89,"efficiency":83,"restfulness":50,"latency":93,"timing":91};2025-05-09;2025-05-09T04:00:00-04:00
user1_dailysleep_20250510_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250510_1;85;{"deep_sleep":85,"rem_sleep":94,"total_sleep":86,"efficiency":91,"restfulness":73,"latency":94,"timing":91};2025-05-10;2025-05-10T04:00:00-04:00
user1_dailysleep_20250511_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250511_1;90;{"deep_sleep":94,"rem_sleep":92,"total_sleep":92,"efficiency":95,"restfulness":71,"latency":86,"timing":95};2025-05-11;2025-05-11T04:00:00-04:00
user1_dailysleep_20250512_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250512_1;87;{"deep_sleep":93,"rem_sleep":93,"total_sleep":86,"efficiency":91,"restfulness":71,"latency":94,"timing":94};2025-05-12;2025-05-12T04:00:00-04:00
user1_dailysleep_20250513_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250513_1;88;{"deep_sleep":88,"rem_sleep":89,"total_sleep":84,"efficiency":90,"restfulness":68,"latency":93,"timing":95};2025-05-13;2025-05-13T04:00:00-04:00
user1_dailysleep_20250514_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250514_1;89;{"deep_sleep":86,"rem_sleep":89,"total_sleep":93,"efficiency":93,"restfulness":80,"latency":90,"timing":93};2025-05-14;2025-05-14T04:00:00-04:00
user1_dailysleep_20250515_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250515_1;87;{"deep_sleep":91,"rem_sleep":89,"total_sleep":93,"efficiency":95,"restfulness":77,"latency":82,"timing":92};2025-05-15;2025-05-15T04:00:00-04:00
user1_dailysleep_20250516_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250516_1;77;{"deep_sleep":82,"rem_sleep":86,"total_sleep":59,"efficiency":91,"restfulness":70,"latency":93,"timing":58};2025-05-16;2025-05-16T04:00:00-04:00
user1_dailysleep_20250517_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250517_1;89;{"deep_sleep":89,"rem_sleep":94,"total_sleep":90,"efficiency":94,"restfulness":78,"latency":93,"timing":94};2025-05-17;2025-05-17T04:00:00-04:00
user1_dailysleep_20250518_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250518_1;93;{"deep_sleep":91,"rem_sleep":92,"total_sleep":92,"efficiency":93,"restfulness":80,"latency":94,"timing":93};2025-05-18;2025-05-18T04:00:00-04:00
user1_dailysleep_20250519_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250519_1;88;{"deep_sleep":89,"rem_sleep":94,"total_sleep":89,"efficiency":92,"restfulness":71,"latency":83,"timing":94};2025-05-19;2025-05-19T04:00:00-04:00
user1_dailysleep_20250520_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250520_1;85;{"deep_sleep":94,"rem_sleep":88,"total_sleep":89,"efficiency":94,"restfulness":71,"latency":79,"timing":92};2025-05-20;2025-05-20T04:00:00-04:00
user1_dailysleep_20250521_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250521_1;89;{"deep_sleep":93,"rem_sleep":93,"total_sleep":87,"efficiency":93,"restfulness":73,"latency":86,"timing":92};2025-05-21;2025-05-21T04:00:00-04:00
user1_dailysleep_20250522_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250522_1;83;{"deep_sleep":91,"rem_sleep":89,"total_sleep":83,"efficiency":88,"restfulness":64,"latency":85,"timing":93};2025-05-22;2025-05-22T04:00:00-04:00
user1_dailysleep_20250523_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250523_1;89;{"deep_sleep":91,"rem_sleep":85,"total_sleep":88,"efficiency":92,"restfulness":74,"latency":92,"timing":90};2025-05-23;2025-05-23T04:00:00-04:00
user1_dailysleep_20250524_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250524_1;83;{"deep_sleep":87,"rem_sleep":90,"total_sleep":83,"efficiency":83,"restfulness":58,"latency":89,"timing":94};2025-05-24;2025-05-24T04:00:00-04:00
user1_dailysleep_20250525_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250525_1;87;{"deep_sleep":93,"rem_sleep":91,"total_sleep":94,"efficiency":94,"restfulness":78,"latency":76,"timing":90};2025-05-25;2025-05-25T04:00:00-04:00
user1_dailysleep_20250526_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250526_1;91;{"deep_sleep":90,"rem_sleep":91,"total_sleep":93,"efficiency":95,"restfulness":77,"latency":91,"timing":92};2025-05-26;2025-05-26T04:00:00-04:00
user1_dailysleep_20250527_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250527_1;88;{"deep_sleep":92,"rem_sleep":94,"total_sleep":90,"efficiency":93,"restfulness":72,"latency":88,"timing":93};2025-05-27;2025-05-27T04:00:00-04:00
user1_dailysleep_20250528_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250528_1;92;{"deep_sleep":92,"rem_sleep":91,"total_sleep":90,"efficiency":95,"restfulness":77,"latency":95,"timing":94};2025-05-28;2025-05-28T04:00:00-04:00
user1_dailysleep_20250529_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250529_1;88;{"deep_sleep":94,"rem_sleep":92,"total_sleep":89,"efficiency":94,"restfulness":69,"latency":79,"timing":94};2025-05-29;2025-05-29T04:00:00-04:00
user1_dailysleep_20250530_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250530_1;86;{"deep_sleep":92,"rem_sleep":93,"total_sleep":90,"efficiency":94,"restfulness":74,"latency":83,"timing":88};2025-05-30;2025-05-30T04:00:00-04:00
user1_dailysleep_20250531_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250531_1;89;{"deep_sleep":93,"rem_sleep":91,"total_sleep":89,"efficiency":95,"restfulness":79,"latency":75,"timing":91};2025-05-31;2025-05-31T04:00:00-04:00
user1_dailysleep_20250601_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250601_1;91;{"deep_sleep":92,"rem_sleep":90,"total_sleep":92,"efficiency":90,"restfulness":76,"latency":94,"timing":94};2025-06-01;2025-06-01T04:00:00-04:00
user1_dailysleep_20250602_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250602_1;88;{"deep_sleep":91,"rem_sleep":91,"total_sleep":91,"efficiency":93,"restfulness":72,"latency":93,"timing":95};2025-06-02;2025-06-02T04:00:00-04:00
user1_dailysleep_20250603_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250603_1;90;{"deep_sleep":88,"rem_sleep":91,"total_sleep":90,"efficiency":93,"restfulness":70,"latency":93,"timing":94};2025-06-03;2025-06-03T04:00:00-04:00
user1_dailysleep_20250604_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250604_1;74;{"deep_sleep":85,"rem_sleep":84,"total_sleep":69,"efficiency":86,"restfulness":55,"latency":86,"timing":59};2025-06-04;2025-06-04T04:00:00-04:00
user1_dailysleep_20250605_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250605_1;85;{"deep_sleep":91,"rem_sleep":93,"total_sleep":87,"efficiency":90,"restfulness":70,"latency":84,"timing":92};2025-06-05;2025-06-05T04:00:00-04:00
user1_dailysleep_20250606_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250606_1;90;{"deep_sleep":89,"rem_sleep":91,"total_sleep":92,"efficiency":95,"restfulness":75,"latency":87,"timing":92};2025-06-06;2025-06-06T04:00:00-04:00
user1_dailysleep_20250607_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250607_1;86;{"deep_sleep":92,"rem_sleep":93,"total_sleep":85,"efficiency":92,"restfulness":75,"latency":77,"timing":95};2025-06-07;2025-06-07T04:00:00-04:00
user1_dailysleep_20250608_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250608_1;91;{"deep_sleep":92,"rem_sleep":88,"total_sleep":91,"efficiency":95,"restfulness":75,"latency":86,"timing":92};2025-06-08;2025-06-08T04:00:00-04:00
user1_dailysleep_20250609_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250609_1;86;{"deep_sleep":92,"rem_sleep":93,"total_sleep":90,"efficiency":87,"restfulness":69,"latency":76,"timing":93};2025-06-09;2025-06-09T04:00:00-04:00
user1_dailysleep_20250610_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250610_1;86;{"deep_sleep":91,"rem_sleep":93,"total_sleep":91,"efficiency":92,"restfulness":73,"latency":85,"timing":92};2025-06-10;2025-06-10T04:00:00-04:00
user1_dailysleep_20250611_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250611_1;90;{"deep_sleep":92,"rem_sleep":91,"total_sleep":92,"efficiency":94,"restfulness":71,"latency":90,"timing":93};2025-06-11;2025-06-11T04:00:00-04:00
user1_dailysleep_20250612_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250612_1;87;{"deep_sleep":93,"rem_sleep":90,"total_sleep":89,"efficiency":91,"restfulness":70,"latency":93,"timing":94};2025-06-12;2025-06-12T04:00:00-04:00
user1_dailysleep_20250613_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250613_1;82;{"deep_sleep":75,"rem_sleep":94,"total_sleep":81,"efficiency":80,"restfulness":50,"latency":91,"timing":92};2025-06-13;2025-06-13T04:00:00-04:00
user1_dailysleep_20250614_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250614_1;85;{"deep_sleep":91,"rem_sleep":90,"total_sleep":83,"efficiency":87,"restfulness":64,"latency":91,"timing":92};2025-06-14;2025-06-14T04:00:00-04:00
user1_dailysleep_20250615_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250615_1;86;{"deep_sleep":90,"rem_sleep":86,"total_sleep":91,"efficiency":92,"restfulness":77,"latency":87,"timing":89};2025-06-15;2025-06-15T04:00:00-04:00
user1_dailysleep_20250616_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250616_1;89;{"deep_sleep":90,"rem_sleep":94,"total_sleep":89,"efficiency":95,"restfulness":76,"latency":79,"timing":93};2025-06-16;2025-06-16T04:00:00-04:00
user1_dailysleep_20250617_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250617_1;89;{"deep_sleep":94,"rem_sleep":93,"total_sleep":89,"efficiency":95,"restfulness":80,"latency":88,"timing":94};2025-06-17;2025-06-17T04:00:00-04:00
user1_dailysleep_20250618_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250618_1;88;{"deep_sleep":93,"rem_sleep":94,"total_sleep":81,"efficiency":87,"restfulness":65,"latency":91,"timing":95};2025-06-18;2025-06-18T04:00:00-04:00
user1_dailysleep_20250619_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250619_1;89;{"deep_sleep":90,"rem_sleep":92,"total_sleep":92,"efficiency":92,"restfulness":76,"latency":89,"timing":93};2025-06-19;2025-06-19T04:00:00-04:00
user1_dailysleep_20250620_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250620_1;69;{"deep_sleep":83,"rem_sleep":83,"total_sleep":55,"efficiency":77,"restfulness":54,"latency":75,"timing":76};2025-06-20;2025-06-20T04:00:00-04:00
user1_dailysleep_20250621_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250621_1;80;{"deep_sleep":89,"rem_sleep":93,"total_sleep":72,"efficiency":91,"restfulness":67,"latency":84,"timing":54};2025-06-21;2025-06-21T04:00:00-04:00
user1_dailysleep_20250622_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250622_1;87;{"deep_sleep":93,"rem_sleep":91,"total_sleep":91,"efficiency":89,"restfulness":71,"latency":87,"timing":94};2025-06-22;2025-06-22T04:00:00-04:00
user1_dailysleep_20250623_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250623_1;89;{"deep_sleep":91,"rem_sleep":92,"total_sleep":88,"efficiency":90,"restfulness":72,"latency":78,"timing":95};2025-06-23;2025-06-23T04:00:00-04:00
user1_dailysleep_20250624_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250624_1;88;{"deep_sleep":90,"rem_sleep":89,"total_sleep":90,"efficiency":94,"restfulness":74,"latency":85,"timing":94};2025-06-24;2025-06-24T04:00:00-04:00
user1_dailysleep_20250625_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250625_1;85;{"deep_sleep":91,"rem_sleep":88,"total_sleep":86,"efficiency":91,"restfulness":73,"latency":86,"timing":92};2025-06-25;2025-06-25T04:00:00-04:00
user1_dailysleep_20250626_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250626_1;88;{"deep_sleep":89,"rem_sleep":87,"total_sleep":87,"efficiency":93,"restfulness":77,"latency":87,"timing":92};2025-06-26;2025-06-26T04:00:00-04:00
user1_dailysleep_20250627_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250627_1;82;{"deep_sleep":91,"rem_sleep":93,"total_sleep":77,"efficiency":84,"restfulness":62,"latency":91,"timing":92};2025-06-27;2025-06-27T04:00:00-04:00
user1_dailysleep_20250628_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250628_1;85;{"deep_sleep":89,"rem_sleep":93,"total_sleep":83,"efficiency":82,"restfulness":57,"latency":89,"timing":93};2025-06-28;2025-06-28T04:00:00-04:00
user1_dailysleep_20250629_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250629_1;86;{"deep_sleep":91,"rem_sleep":87,"total_sleep":92,"efficiency":90,"restfulness":76,"latency":69,"timing":92};2025-06-29;2025-06-29T04:00:00-04:00
user1_dailysleep_20250630_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailysleep_20250630_1;88;{"deep_sleep":94,"rem_sleep":92,"total_sleep":93,"efficiency":95,"restfulness":74,"latency":87,"timing":93};2025-06-30;2025-06-30T04:00:00-04:00
